Team,Year,Dead_Cap_Pct,Wins,Playoff_Appearance,QB_Cap_Pct,Active_Cap_Spend,Salary_Cap,Active_Spend_Pct,Dead_Cap_Pct_YoY_Change,Restructure_Proxy,dead_risk_0_100,qb_risk_0_100,spend_risk_0_100,risk_score_0_100
buffalo-bills,2018,0.4639623194130925,6.0,0,0.0343927934537246,117169312.0,177200000.0,0.6612263656884876,,0,100.0,12.5,12.5,87.5
buffalo-bills,2019,0.1885775292242295,10.0,1,0.0444438150903294,202775998.0,188200000.0,1.0774495111583422,-0.275384790188863,0,75.0,25.0,100.0,41.25
buffalo-bills,2020,0.1040511049445005,13.0,1,0.0467390060544904,208434406.0,198200000.0,1.0516367608476287,-0.08452642427972899,0,37.5,37.5,87.5,40.0
buffalo-bills,2021,0.0541839287671232,11.0,1,0.0696018520547945,165564312.0,182500000.0,0.9072017095890411,-0.0498671761773773,0,25.0,50.0,75.0,38.75
buffalo-bills,2022,0.1864185590778098,13.0,1,0.0954480355427473,172965280.0,208200000.0,0.8307650336215178,0.1322346303106866,0,62.5,75.0,62.5,30.62
buffalo-bills,2023,0.0452287010676156,11.0,1,0.0877614813167259,182016009.0,224800000.0,0.8096797553380783,-0.1411898580101942,0,12.5,62.5,50.0,43.12
buffalo-bills,2024,0.2938645418950665,13.0,1,0.1269333633516053,175108383.0,255400000.0,0.6856240524667189,0.2486358408274509,0,87.5,87.5,25.0,40.62
buffalo-bills,2025,0.1419475071633237,12.0,1,0.1417923746418338,196721921.0,279200000.0,0.7045914075931232,-0.1519170347317428,0,50.0,100.0,37.5,28.12
