Unnamed: 0,Player (12),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Moore  D.J. Moore,WR,31,28500000.0,8.52,-4000000.0,24500000.0,2030
2,Gordon  Kyler Gordon,CB,29,13300000.0,3.98,-2500000.0,10800000.0,2029
3,Loveland  Colston Loveland,TE,24,8475094.0,2.53,-8475094.0,4472184.0,2030
4,Burden III  Luther Burden III,WR,25,3488555.0,1.04,-3488555.0,2335095.0,2029
5,Trapilo  Ozzy Trapilo,RT,27,2455767.0,0.73,-563295.0,1892472.0,2029
6,Turner  Shemar Turner,DL,25,2297364.0,0.69,-472779.0,1824585.0,2029
7,Hyppolite II  Ruben Hyppolite II,LB,27,1454897.0,0.43,-219897.0,1235000.0,2029
8,Frazier  Zah Frazier,CB,28,1315054.0,0.39,-80054.0,1235000.0,2029
9,Newman  Luke Newman,G,26,1292515.0,0.39,-57515.0,1235000.0,2029
10,Monangai  Kyle Monangai,RB,26,1267035.0,0.38,-32035.0,1235000.0,2029
11,Williams  Caleb Williams,QB,27,,,,,2029
12,Odunze  Rome Odunze,WR,26,,,,,2029
