Unnamed: 0,Player (54),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Jones  Chris Jones,DL,32,44850000,14.78,-64250000.0,35100000,2029
2,Mahomes  Patrick Mahomes,QB,31,34653888,11.42,-121875776.0,56750000,2032
3,Taylor  Jawaan Taylor,RT,29,27391667,9.03,-7391667.0,20000000,2027
4,Smith  Trey Smith,G,27,24495277,8.07,-33235836.0,20000000,2029
5,Bolton  Nick Bolton,LB,26,19250000,6.34,-23500000.0,15000000,2028
6,Moore  Jaylon Moore,RT,29,18685000,6.16,-10745000.0,15000000,2027
7,Humphrey  Creed Humphrey,C,27,18100000,5.96,-25050000.0,14500000,2029
8,Karlaftis  George Karlaftis,ED,25,15150000,4.99,-26900000.0,11150000,2031
9,McDuffie  Trent McDuffie,CB,26,13632000,4.49,-13632000.0,13632000,2027
10,Fulton  Kristian Fulton,CB,28,13000000,4.28,-8000000.0,10000000,2027
11,Danna  Michael Danna,ED,29,11106667,3.66,-2166667.0,9000000,2027
12,Tranquill  Drue Tranquill,LB,31,7500000,2.47,-1500000.0,6000000,2027
13,Butker  Harrison Butker,K,31,7305000,2.41,-10005000.0,5905000,2029
14,Gray  Noah Gray,TE,27,7000000,2.31,-3000000.0,5500000,2028
15,Conner  Chamarri Conner,CB,26,3899842,1.29,-187842.0,3712000,2027
16,Worthy  Xavier Worthy,WR,23,3760981,1.24,-8148792.0,2048660,2029
17,Anudike-Uzomah  Felix Anudike-Uzomah,ED,24,3760214,1.24,-1398694.0,2361520,2028
18,Simmons  Josh Simmons,LT,24,3335308,1.1,-12007110.0,1507062,2030
19,Rice  Rashee Rice,WR,26,2066658,0.68,-430947.0,1635711,2027
20,Suamataia  Kingsley Suamataia,G,23,1751320,0.58,-745092.0,1378774,2028
21,Morris  Wanya Morris,T,26,1708113,0.56,-226065.0,1482048,2027
22,Norman-Lott  Omarr Norman-Lott,DL,24,1636449,0.54,-3008196.0,1167290,2029
23,Gillotte  Ashton Gillotte,ED,24,1532869,0.51,-1158885.0,1146574,2029
24,Williams  Nohl Williams,CB,24,1439890,0.47,-935736.0,1127978,2029
25,Wiley  Jared Wiley,TE,26,1247155,0.41,-344310.0,1075000,2028
26,Royals  Jalen Royals,WR,23,1221800,0.4,-650400.0,1005000,2029
27,Hicks  Jaden Hicks,S,24,1207177,0.4,-264354.0,1075000,2028
28,Nourzad  Hunter Nourzad,C,26,1154879,0.38,-159758.0,1075000,2028
29,Pickens  Zacch Pickens,DL,26,1145000,0.38,,1145000,2027
30,Bassa  Jeffrey Bassa,LB,24,1108413,0.37,-310239.0,1005000,2029
31,Driskell  Ethan Driskell,T,26,1088334,0.36,-13334.0,1075000,2027
32,Roland-Wallace  Christian Roland-Wallace,S,25,1076667,0.35,-1667.0,1075000,2027
33,Waletzko  Matt Waletzko,RT,27,1075000,0.35,,1075000,2027
34,Smith  Tyreke Smith,LB,26,1075000,0.35,,1075000,2027
35,Haener  Jake Haener,QB,27,1075000,0.35,,1075000,2027
36,Brownlee  Jason Brownlee,WR,27,1075000,0.35,,1075000,2027
37,McCalister  Tanner McCalister,S,26,1075000,0.35,,1075000,2027
38,Hanson  C.J. Hanson,G,25,1075000,0.35,,1075000,2027
39,Smith  Brashard Smith,RB,23,1038369,0.34,-100107.0,1005000,2029
40,Oladokun  Chris Oladokun,QB,29,1005000,0.33,,1005000,2027
41,Godrick  Chukwuebuka Godrick,T,26,1005000,0.33,,1005000,2027
42,Knowles  Kevin Knowles,CB,23,1005000,0.33,,1005000,2027
43,Downs  Ethan Downs,ED,24,1005000,0.33,,1005000,2027
44,Pole  Esa Pole,T,25,1005000,0.33,,1005000,2027
45,Smith Jr.  Melvin Smith Jr.,CB,24,1005000,0.33,,1005000,2027
46,McDonald  Cooper McDonald,LB,25,1005000,0.33,,1005000,2028
47,Briningstool  Jake Briningstool,TE,24,895000,0.29,-20000.0,885000,2028
48,George  Brandon George,LB,26,890000,0.29,-10000.0,885000,2028
49,Harris  Marcus Harris,DL,26,885000,0.29,,885000,2027
50,Arnold  Kam Arnold,LB,24,885000,0.29,,885000,2027
51,Powell  ShunDerrick Powell,RB,24,885000,0.29,,885000,2027
52,Watson  Tre Watson,TE,24,885000,0.29,,885000,2027
53,Holiday  Jimmy Holiday,WR,25,885000,0.29,,885000,2027
54,Armstrong  Andrew Armstrong,WR,26,885000,0.29,,885000,2027
