Unnamed: 0,Player (75),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Smith  Alex Smith,QB,36,21400000,10.8,-32200000.0,16000000,2023
2,Scherff  Brandon Scherff,G,29,15030000,7.58,-15030000.0,15030000,2021
3,Kerrigan  Ryan Kerrigan,DL,32,11687500,5.9,-11500000.0,11687500,2021
4,Moses  Morgan Moses,RT,29,8650000,4.36,-10300000.0,6750000,2023
5,Young  Chase Young,DL,21,6284290,3.17,-34563594.0,23307160,2024
6,Fuller  Kendall Fuller,CB,25,4125000,2.08,-13500000.0,13500000,2024
7,Roullier  Chase Roullier,C,27,3969792,2.0,-13706792.0,11133000,2025
8,Payne  Daron Payne,DL,23,3932280,1.98,-8519940.0,1790760,2023
9,Davis  Thomas Davis,LB,37,3750000,1.89,-3250000.0,3750000,2021
10,Allen  Jonathan Allen,DL,25,3689756,1.86,-3689756.0,2046324,2022
11,Hopkins  Dustin Hopkins,K,30,3300358,1.67,-2800358.0,2900000,2021
12,Pierre-Louis  Kevin Pierre-Louis,ED,29,2956250,1.49,-1500000.0,2956250,2021
13,Darby  Ronald Darby,CB,26,2812500,1.42,-2250000.0,2812500,2021
14,Sweat  Montez Sweat,DL,24,2645741,1.33,-8942223.0,1024148,2024
15,Bostic  Jon Bostic,LB,29,2635000,1.33,-2710000.0,3510000,2022
16,Way  Tress Way,P,30,2600000,1.31,-4850000.0,4750000,2025
17,Thomas  Logan Thomas,TE,29,2535000,1.28,-3500000.0,3660000,2022
18,Schweitzer  Wes Schweitzer,G,27,2500000,1.26,-4000000.0,4500000,2023
19,Moreau  Fabian Moreau,CB,26,2339348,1.18,-206348.0,2133000,2021
20,Sprinkle  Jeremy Sprinkle,TE,26,2202128,1.11,-69128.0,2133000,2021
21,Sharpe  David Sharpe,RT,25,2133000,1.08,,2133000,2021
22,Lucas  Cornelius Lucas,LT,29,1628750,0.82,-1910000.0,2128750,2022
23,McKissic  J.D. McKissic,RB,27,1610000,0.81,-1000000.0,2110000,2022
24,Barber  Peyton Barber,RB,26,1360000,0.69,-1510000.0,1660000,2022
25,Sundberg  Nick Sundberg,LS,33,1202500,0.61,-1202500.0,1050000,2021
26,McLaurin  Terry McLaurin,WR,25,932256,0.47,-752415.0,681451,2023
27,Apke  Troy Apke,FS,25,925908,0.47,-351819.0,750000,2022
28,Gibson  Antonio Gibson,RB,22,896843,0.45,-1147372.0,1757372,2024
29,Martin  Wes Martin,G,24,837702,0.42,-488106.0,675000,2023
30,Settle  Tim Settle,DL,23,817010,0.41,-134021.0,750000,2022
31,Johnson  Danny Johnson,CB,25,753334,0.38,-3334.0,750000,2021
32,Holcomb  Cole Holcomb,ED,24,733721,0.37,-176163.0,675000,2023
33,Moreland  Jimmy Moreland,CB,25,699473,0.35,-73419.0,675000,2023
34,Ismael  Keith Ismael,C,22,689959,0.35,-319836.0,929836,2024
35,Hudson  Khaleke Hudson,ED,23,688150,0.35,-312600.0,922600,2024
36,Norris  Jared Norris,LB,27,679411,0.34,,679411,2021
37,Curl  Kamren Curl,CB,21,638332,0.32,-113328.0,723328,2024
38,Smith-Williams  James Smith-Williams,DL,23,634425,0.32,-97700.0,707700,2024
39,Smith-Williams  James Smith-Williams,DL,23,634425,0.32,-97700.0,707700,2024
40,Gandy-Golden  Antonio Gandy-Golden,WR,22,622420,0.31,-494400.0,993220,2024
41,Gandy-Golden  Antonio Gandy-Golden,WR,22,622420,0.31,-494400.0,993220,2024
42,Sims Jr.  Steven Sims Jr.,WR,23,621176,0.31,-10000.0,616176,2022
43,Sims Jr.  Steven Sims Jr.,WR,23,621176,0.31,-10000.0,616176,2022
44,Wright  Isaiah Wright,WR,23,611666,0.31,-15000.0,615000,2023
45,Wright  Isaiah Wright,WR,23,611666,0.31,-15000.0,615000,2023
46,Sims  Cam Sims,WR,24,595588,0.3,,595588,2021
47,Sims  Cam Sims,WR,24,595588,0.3,,595588,2021
48,Foster  Robert Foster,WR,26,485294,0.24,,485294,2021
49,Foster  Robert Foster,WR,26,485294,0.24,,485294,2021
50,Toohill  Casey Toohill,DL,24,430584,0.22,,430584,2024
51,Toohill  Casey Toohill,DL,24,430584,0.22,,430584,2024
52,Reaves  Jeremy Reaves,S,24,397058,0.2,,397058,2023
53,Luke  Cole Luke,CB,25,277942,0.14,,277942,2022
54,Luke  Cole Luke,CB,25,277942,0.14,,277942,2022
55,Kunaszyk  Jordan Kunaszyk,LB,24,238236,0.12,,238236,2022
56,Kunaszyk  Jordan Kunaszyk,LB,24,238236,0.12,,238236,2022
57,Kunaszyk  Jordan Kunaszyk,LB,24,238236,0.12,,238236,2022
58,Baugh  Marcus Baugh,TE,26,143528,0.07,,143528,2022
59,Baugh  Marcus Baugh,TE,26,143528,0.07,,143528,2022
60,Baugh  Marcus Baugh,TE,26,143528,0.07,,143528,2022
61,Steinmetz  David Steinmetz,G,25,143528,0.07,,143528,2022
62,Steinmetz  David Steinmetz,G,25,143528,0.07,,143528,2022
63,Steinmetz  David Steinmetz,G,25,143528,0.07,,143528,2022
64,Miller  Lamar Miller,RB,29,132354,0.07,,185294,2021
65,Miller  Lamar Miller,RB,29,132354,0.07,,185294,2021
66,Miller  Lamar Miller,RB,29,132354,0.07,,185294,2021
67,Heinicke  Taylor Heinicke,QB,27,132354,0.07,,160588,2021
68,Heinicke  Taylor Heinicke,QB,27,132354,0.07,,160588,2021
69,Heinicke  Taylor Heinicke,QB,27,132354,0.07,,160588,2021
70,Kendricks  Mychal Kendricks,ED,30,123529,0.06,,123529,2021
71,Kendricks  Mychal Kendricks,ED,30,123529,0.06,,123529,2021
72,Kendricks  Mychal Kendricks,ED,30,123529,0.06,,123529,2021
73,Montez  Steven Montez,QB,23,35882,0.02,,35882,2022
74,Montez  Steven Montez,QB,23,35882,0.02,,35882,2022
75,Montez  Steven Montez,QB,23,35882,0.02,,35882,2022
