Unnamed: 0,Player (54),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Mosley  C.J. Mosley,LB,31,21476000,9.55,-31904000.0,17000000,2025.0
2,Tomlinson  Laken Tomlinson,G,31,10880000,4.84,-21220000.0,13076464,2025.0
3,Rodgers  Aaron Rodgers,QB,40,8888888,3.95,-74050000.0,36888888,2026.0
4,Reed  D.J. Reed,CB,27,7965576,3.54,-16810000.0,10941165,2025.0
5,Gardner  Ahmad Gardner,CB,22,7602455,3.38,-27368838.0,2225491,
6,Williams  Quinnen Williams,DL,26,6435165,2.86,-47835000.0,26094000,2028.0
7,Conklin  Tyler Conklin,TE,28,6088333,2.71,-9476668.0,7000000,2025.0
8,Becton  Mekhi Becton,RT,24,5869197,2.61,-5869197.0,3125370,2025.0
9,Whitehead  Jordan Whitehead,SS,26,4932500,2.19,-8232500.0,5500000,2024.0
10,Wilson  Garrett Wilson,WR,23,4671365,2.08,-16816914.0,1639273,2027.0
11,Huff  Bryce Huff,LB,25,4304000,1.91,,4304000,2024.0
12,Franklin-Myers  John Franklin-Myers,ED,27,4144000,1.84,-12700000.0,12000000,2026.0
13,Lazard  Allen Lazard,WR,28,3264000,1.45,-22000000.0,12000000,2026.0
14,Davis  Ashtyn Davis,FS,27,3027070,1.35,-284070.0,2743000,2024.0
15,Johnson  Jermaine Johnson,ED,24,2974419,1.32,-10707908.0,1299884,2027.0
16,McDonald  Will McDonald,ED,24,2967577,1.32,-16321674.0,9620308,2028.0
17,Lawson  Carl Lawson,ED,28,2923334,1.3,-9413334.0,8450000,2024.0
18,Cobb  Randall Cobb,WR,33,2882352,1.28,-2500000.0,2823521,2024.0
19,Zuerlein  Greg Zuerlein,K,36,2600000,1.16,-2250000.0,2579408,2024.0
20,Williams  Quincy Williams,LB,27,2400000,1.07,-9000000.0,6000000,2026.0
21,Hardee  Justin Hardee,CB,29,2350000,1.05,,2261755,2024.0
22,Thomas  Solomon Thomas,ED,28,2330000,1.04,-2010000.0,2350000,2024.0
23,Hall  Breece Hall,RB,22,2048812,0.91,-5441437.0,1114762,2026.0
24,Tippmann  Joe Tippmann,C,22,1519927,0.68,-6167661.0,3829708,2027.0
25,Turner  Billy Turner,RT,32,1508823,0.67,-1350000.0,1579411,2024.0
26,Hennessy  Thomas Hennessy,LS,29,1380000,0.61,-2080000.0,1955000,2028.0
27,Hall  Bryce Hall,CB,26,1088951,0.48,-78951.0,1010000,2024.0
28,Mitchell  Max Mitchell,T,24,1069006,0.48,-597018.0,870000,2026.0
29,Clemons  Micheal Clemons,ED,26,1061024,0.47,-573072.0,870000,2026.0
30,Sherwood  Jamien Sherwood,S,23,1028714,0.46,-177428.0,940000,2025.0
31,Carter II  Michael Carter II,CB,24,1022232,0.45,-164464.0,940000,2025.0
32,Morstead  Thomas Morstead,P,37,940000,0.42,-1165000.0,1165000,2024.0
33,Echols  Brandin Echols,CB,26,931319,0.41,-87090.0,887774,2025.0
34,Adams  Tony Adams,FS,24,873333,0.39,-6667.0,870000,2025.0
35,Surratt  Chazz Surratt,LB,26,870000,0.39,,870000,2025.0
36,Warren  Carter Warren,RT,24,852746,0.38,-744320.0,1410986,2027.0
37,Eguavoen  Sam Eguavoen,LB,30,835552,0.37,,960000,2024.0
38,Abanikanda  Israel Abanikanda,RB,21,834944,0.37,-339776.0,1089776,2027.0
39,Brownlee  Jason Brownlee,WR,24,760000,0.34,-246000.0,780000,2026.0
40,Gipson  Xavier Gipson,WR,22,755000,0.34,-165000.0,765000,2026.0
41,Bernard-Converse  Jarrick Bernard-Converse,CB,23,674611,0.3,-165112.0,798445,2027.0
42,Yeboah  Kenny Yeboah,TE,25,647224,0.29,-25000.0,647224,2024.0
43,Charles  Irvin Charles,WR,26,541667,0.24,,541667,2025.0
44,Deculus  Austin Deculus,T,24,386664,0.17,,386664,2026.0
45,Siemian  Trevor Siemian,QB,32,365554,0.16,,453055,2024.0
46,Rypien  Brett Rypien,QB,27,261110,0.12,,300000,2024.0
47,Newman-Johnson  Xavier Newman-Johnson,G,24,193333,0.09,,193333,2025.0
48,Holmes  Jalyn Holmes,DL,27,156666,0.07,,180000,2024.0
49,Vigil  Nick Vigil,LB,30,129444,0.06,,129444,2024.0
50,Kuntz  Zack Kuntz,TE,24,83334,0.04,,83334,2025.0
51,Hector  Bruce Hector,DL,29,56111,0.03,,56111,2025.0
52,McCrary-Ball  Marcelino McCrary-Ball,LB,24,41667,0.02,,41667,2025.0
53,Glaser  Chris Glaser,G,24,41667,0.02,,41667,2025.0
54,Valladay  Xazavian Valladay,RB,24,41667,0.02,,41667,2025.0
