Unnamed: 0,Player (53),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Suh  Ndamukong Suh,DL,31,14500000,8.18,-14000000.0,14500000,2019
2,Joyner  LaMarcus Joyner,FS,28,11287000,6.37,-11287000.0,11287000,2019
3,Talib  Aqib Talib,CB,32,11000000,6.21,,11000000,2020
4,Brockers  Michael Brockers,DL,28,11000000,6.21,-13250000.0,10250000,2020
5,Barron  Mark Barron,LB,29,9666666,5.46,-9499999.0,8000000,2021
6,Whitworth  Andrew Whitworth,LT,37,9174166,5.18,-17325834.0,11000000,2020
7,Donald  Aaron Donald,DL,27,8892000,5.02,-50000000.0,40892000,2025
8,Sullivan  John Sullivan,C,33,8124999,4.59,-5249999.0,10124999,2020
9,Saffold  Rodger Saffold,G,30,7950000,4.49,-2000000.0,6950000,2019
10,Goff  Jared Goff,QB,24,7619365,4.3,-16508625.0,2989788,2021
11,Gurley  Todd Gurley,RB,24,7228306,4.08,-24028306.0,21950000,2024
12,Woods  Robert Woods,WR,26,5465019,3.08,-8700038.0,8990019,2022
13,Cooks  Brandin Cooks,WR,25,5400000,3.05,-20459000.0,11000000,2023
14,Robey-Coleman  Nickell Robey-Coleman,CB,26,5250000,2.96,-6625000.0,5250000,2021
15,Zuerlein  Greg Zuerlein,K,31,3550000,2.0,-750000.0,3300000,2020
16,Hekker  Johnny Hekker,P,28,2678551,1.51,-4341551.0,3000000,2023
17,Westbrooks  Ethan Westbrooks,DL,28,2225000,1.26,-250000.0,1975000,2019
18,Havenstein  Rob Havenstein,RT,26,2063189,1.16,-9286822.0,4976367,2023
19,Fowler Jr.  Dante Fowler Jr.,DL,24,1926114,1.09,-1926114.0,1926114,2019
20,Peters  Marcus Peters,CB,25,1741931,0.98,-1741931.0,1741931,2020
21,Longacre  Matt Longacre,ED,27,1698438,0.96,-1698438.0,1698438,2019
22,Everett  Gerald Everett,TE,24,1373743,0.78,-2641733.0,739749,2021
23,McQuaide  Jake McQuaide,LS,31,1350000,0.76,-385000.0,1350000,2021
24,Mannion  Sean Mannion,QB,26,1034228,0.58,-156450.0,877778,2019
25,Shields  Sam Shields,CB,31,1004999,0.57,,1004999,2019
26,Higbee  Tyler Higbee,TE,25,775215,0.44,-290430.0,630000,2020
27,Johnson  John Johnson,SS,23,773438,0.44,-568314.0,584000,2021
28,Wilson  Ramik Wilson,LB,26,750000,0.42,-45000.0,750000,2019
29,Hager  Bryce Hager,LB,26,723036,0.41,-18036.0,705000,2019
30,Reynolds  Josh Reynolds,WR,23,717005,0.4,-486016.0,555000,2021
31,Ebukam  Samson Ebukam,ED,23,708270,0.4,-459812.0,555000,2021
32,Hill  Troy Hill,CB,27,705000,0.4,,705000,2019
33,Noteboom  Joseph Noteboom,T,23,684723,0.39,-818892.0,1298892,2022
34,Allen  Brian Allen,C,23,651734,0.37,-686936.0,1166936,2022
35,Littleton  Cory Littleton,LB,25,635000,0.36,-5000.0,1001379,2019
36,Christian  Marqui Christian,S,24,630000,0.36,,630000,2020
37,Countess  Blake Countess,S,25,630000,0.36,,630000,2019
38,Blythe  Austin Blythe,G,26,630000,0.36,,1010060,2020
39,Smart  Tanzel Smart,DL,24,596195,0.34,-123588.0,555000,2021
40,Franklin-Myers  John Franklin-Myers,DL,22,593089,0.33,-452359.0,932359,2022
41,Davis  Justin Davis,RB,23,560000,0.32,-10000.0,555000,2020
42,Kiser  Micah Kiser,LB,23,554494,0.31,-297977.0,777977,2022
43,Kelly  John Kelly,RB,22,527072,0.3,-188291.0,668291,2022
44,Natson  Jojo Natson,WR,24,522352,0.29,,522352,2019
45,Joseph  Sebastian Joseph,DL,23,518809,0.29,-155237.0,635237,2022
46,Okoronkwo  Ogbonnia Okoronkwo,DL,23,507336,0.29,-274536.0,713238,2022
47,Lawler  Justin Lawler,DL,24,498435,0.28,-73742.0,553742,2022
48,Mundt  Johnny Mundt,TE,24,480000,0.27,,480000,2020
49,Hodge  Khadarel Hodge,WR,23,423529,0.24,,423529,2019
50,Williams  Darious Williams,S,25,338820,0.19,,338820,2021
51,Anderson  C.J. Anderson,RB,27,92941,0.05,,92941,2019
52,Young  Trevon Young,DL,23,91571,0.05,-20600.0,105305,2021
53,Demby  Jamil Demby,G,22,84705,0.05,,84705,2021
