Unnamed: 0,Player (34),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Bosa  Nick Bosa,ED,30,52028106,16.33,-34262789.0,33179000.0,2029
2,Aiyuk  Brandon Aiyuk,WR,29,41449281,13.01,-21247562.0,28124000.0,2029
3,Purdy  Brock Purdy,QB,28,30800000,9.67,-66104000.0,27250000.0,2031
4,Warner  Fred Warner,LB,31,29553000,9.28,-36116000.0,16150000.0,2030
5,McCaffrey  Christian McCaffrey,RB,31,26406472,8.29,-14297944.0,17500000.0,2028
6,Lenoir  Deommodore Lenoir,CB,28,23750000,7.45,-9100000.0,16950000.0,2030
7,Kittle  George Kittle,TE,34,17822666,5.59,-17997000.0,19761666.0,2030
8,Williams  Trent Williams,LT,39,14736002,4.62,-20825004.0,,2027
9,McKivitz  Colton McKivitz,RT,31,8792555,2.76,-12448665.0,15000000.0,2029
10,Williams  Mykel Williams,ED,23,6802733,2.14,-14739255.0,3107578.0,2030
11,Farrell  Luke Farrell,TE,29,4232000,1.33,-2592000.0,5190000.0,2028
12,Pearsall  Ricky Pearsall,WR,27,3989490,1.25,-3989490.0,2504781.0,2029
13,Huff  Bryce Huff,LB,29,2927000,0.92,,,2027
14,Collins  Alfred Collins,DL,26,2810969,0.88,-4114406.0,1776990.0,2029
15,Green  Renardo Green,CB,27,2033142,0.64,-366795.0,1666347.0,2028
16,Puni  Dominick Puni,G,27,1813811,0.57,-241463.0,1572348.0,2028
17,Martin  Nick Martin,LB,25,1789546,0.56,-706060.0,1436516.0,2029
18,Stout  Upton Stout,CB,25,1680323,0.53,-560430.0,1400108.0,2029
19,Brendel  Jake Brendel,C,35,1398000,0.44,-1398000.0,,2027
20,Robinson  Demarcus Robinson,WR,33,1392000,0.44,-1392000.0,,2027
21,Mustapha  Malik Mustapha,S,25,1374734,0.43,-184734.0,1190000.0,2028
22,West  CJ West,DL,25,1372772,0.43,-505544.0,1120000.0,2029
23,Guerendo  Isaac Guerendo,RB,27,1366132,0.43,-176132.0,1190000.0,2028
24,Jones  Mac Jones,QB,29,1344000,0.42,-1344000.0,,2027
25,Cowing  Jacob Cowing,WR,26,1322177,0.42,-132177.0,1190000.0,2028
26,Watkins  Jordan Watkins,WR,25,1286454,0.4,-332908.0,1120000.0,2029
27,James  Jordan James,RB,23,1229923,0.39,-219846.0,1120000.0,2029
28,Sigle  Marques Sigle,S,25,1220594,0.38,-201188.0,1120000.0,2029
29,Bethune  Tatum Bethune,LB,26,1210452,0.38,-20452.0,1190000.0,2028
30,Juszczyk  Kyle Juszczyk,FB,36,1188000,0.37,-1188000.0,,2027
31,Rourke  Kurtis Rourke,QB,27,1153559,0.36,-67118.0,1120000.0,2029
32,Colby  Connor Colby,G,24,1145416,0.36,-50832.0,1120000.0,2029
33,Robinson  Jakob Robinson,CB,27,1126667,0.35,-6667.0,1120000.0,2028
34,Neal  Siran Neal,S,33,600000,0.19,-600000.0,,2027
