Unnamed: 0,Player (93),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Jackson  Kareem Jackson,SS,32,13882353,7.0,-16764706.0,11038807,2022.0
2,Simmons  Justin Simmons,FS,27,11441000,5.77,-11441000.0,11492808,2021.0
3,Chubb  Bradley Chubb,ED,24,7527611,3.8,-16114826.0,3096675,2023.0
4,Bolles  Garett Bolles,LT,28,7510154,3.79,-24510154.0,22041255,2025.0
5,Gordon  Melvin Gordon,RB,27,7000000,3.53,-13500000.0,9044596,2022.0
6,Glasgow  Graham Glasgow,G,28,5593750,2.82,-22900000.0,14662069,2024.0
7,McManus  Brandon McManus,K,29,4750000,2.4,-10750000.0,5514350,2025.0
8,Wilkinson  Elijah Wilkinson,G,25,3259000,1.64,,3341662,2021.0
9,Fant  Noah Fant,TE,23,2861528,1.44,-8089583.0,1195542,2024.0
10,Jeudy  Jerry Jeudy,WR,21,2762359,1.39,-15192974.0,9345602,2025.0
11,Dotson  Demar Dotson,RT,35,2734375,1.38,-1250000.0,2890144,2021.0
12,Vannett  Nick Vannett,TE,27,2125000,1.07,-2750000.0,3085244,2022.0
13,Driskel  Jeff Driskel,QB,27,1750000,0.88,-2500000.0,2531932,2022.0
14,Attaochu  Jeremiah Attaochu,ED,27,1687500,0.85,-1250000.0,1846649,2021.0
15,Risner  Dalton Risner,G,25,1623246,0.82,-3230440.0,1103074,2023.0
16,Walker  DeMarcus Walker,DL,26,1614410,0.81,-457520.0,1307897,2021.0
17,Lock  Drew Lock,QB,24,1593368,0.8,-3152756.0,1041779,2023.0
18,Martin  Sam Martin,P,30,1533333,0.77,-2500000.0,2533461,2023.0
19,Freeman  Royce Freeman,RB,24,1081255,0.55,-498510.0,966040,2022.0
20,Jones  Dre'Mont Jones,DL,23,952000,0.48,-799800.0,945040,2023.0
21,Jewell  Josey Jewell,LB,26,928495,0.47,-356992.0,1205274,2022.0
22,Hamilton  Daesean Hamilton,WR,25,920659,0.46,-341320.0,972303,2023.0
23,Butt  Jake Butt,TE,25,900236,0.45,-75236.0,903423,2021.0
24,Ojemudia  Michael Ojemudia,CB,23,863890,0.44,-1015560.0,1971716,2024.0
25,Chickillo  Anthony Chickillo,ED,28,856470,0.43,,925994,2021.0
26,Cushenberry  Lloyd Cushenberry,C,23,846544,0.43,-946176.0,1983992,2024.0
27,Jones  Joe Jones,ED,26,825000,0.42,,993517,2021.0
28,Agim  McTelvin Agim,DL,23,824318,0.42,-857272.0,1529403,2024.0
29,Patrick  Tim Patrick,WR,27,750000,0.38,,1108791,2021.0
30,Patrick  Tim Patrick,WR,27,750000,0.38,,1108791,2021.0
31,Marshall  Trey Marshall,SS,24,750000,0.38,,888137,2022.0
32,Marshall  Trey Marshall,SS,24,750000,0.38,,888137,2022.0
33,Johnson  A.J. Johnson,LB,29,750000,0.38,,1289136,2021.0
34,Johnson  A.J. Johnson,LB,29,750000,0.38,,1289136,2021.0
35,Reed  Malik Reed,ED,24,680000,0.34,-10000.0,1076032,2022.0
36,Reed  Malik Reed,ED,24,680000,0.34,-10000.0,1076032,2022.0
37,Calitro  Austin Calitro,LB,26,679411,0.34,,788617,2021.0
38,Calitro  Austin Calitro,LB,26,679411,0.34,,788617,2021.0
39,Spencer  Diontae Spencer,WR,28,675000,0.34,,756155,2022.0
40,Spencer  Diontae Spencer,WR,28,675000,0.34,,756155,2022.0
41,Schlottmann  Austin Schlottmann,G,25,675000,0.34,,834463,2022.0
42,Schlottmann  Austin Schlottmann,G,25,675000,0.34,,834463,2022.0
43,Anderson  Calvin Anderson,RT,24,675000,0.34,,769444,2022.0
44,Muti  Netane Muti,G,21,661448,0.33,-205792.0,881175,2024.0
45,Muti  Netane Muti,G,21,661448,0.33,-205792.0,881175,2024.0
46,Cleveland  Tyrie Cleveland,WR,23,628873,0.32,-75492.0,779996,2024.0
47,Cleveland  Tyrie Cleveland,WR,23,628873,0.32,-75492.0,779996,2024.0
48,Cleveland  Tyrie Cleveland,WR,23,628873,0.32,-75492.0,779996,2024.0
49,Bobenmoyer  Jacob Bobenmoyer,LS,23,610000,0.31,,673699,2023.0
50,Bobenmoyer  Jacob Bobenmoyer,LS,23,610000,0.31,,673699,2023.0
51,Bobenmoyer  Jacob Bobenmoyer,LS,23,610000,0.31,,673699,2023.0
52,Williams  DeShawn Williams,DL,28,595590,0.3,,846057,2022.0
53,Williams  DeShawn Williams,DL,28,595590,0.3,,846057,2022.0
54,Williams  DeShawn Williams,DL,28,595590,0.3,,846057,2022.0
55,Rypien  Brett Rypien,QB,24,595590,0.3,,634990,2022.0
56,Rypien  Brett Rypien,QB,24,595590,0.3,,634990,2022.0
57,Rypien  Brett Rypien,QB,24,595590,0.3,,634990,2022.0
58,Beck  Andrew Beck,TE,24,552942,0.28,,666369,2022.0
59,Beck  Andrew Beck,TE,24,552942,0.28,,666369,2022.0
60,Beck  Andrew Beck,TE,24,552942,0.28,,666369,2022.0
61,Locke  P.J. Locke,S,23,538235,0.27,,713359,2022.0
62,Locke  P.J. Locke,S,23,538235,0.27,,713359,2022.0
63,Locke  P.J. Locke,S,23,538235,0.27,,713359,2022.0
64,Williams  Sylvester Williams,DL,32,441180,0.22,,628290,2021.0
65,Williams  Sylvester Williams,DL,32,441180,0.22,,628290,2021.0
66,Williams  Sylvester Williams,DL,32,441180,0.22,,628290,2021.0
