Unnamed: 0,Player (53),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Smith  Geno Smith,QB,35,40010080,14.33,-58510080.0,40010080,2028.0
2,Koonce  Malcolm Koonce,ED,27,11050080,3.96,-10030080.0,11250080,2026.0
3,Wilson  Tyree Wilson,ED,25,6829447,2.45,-14785741.0,3032993,2028.0
4,Jeanty  Ashton Jeanty,RB,22,6529731,2.34,-35899032.0,23589264,2030.0
5,Carlson  Daniel Carlson,K,30,5159765,1.85,-809765.0,4359765,2026.0
6,Cappa  Alex Cappa,G,30,5018820,1.8,-5508820.0,6018820,2027.0
7,Cole  A.J. Cole,P,30,4909450,1.76,-10409450.0,6509450,2030.0
8,Parham  Dylan Parham,G,26,3894067,1.39,-238067.0,3666080,2026.0
9,Butler  Adam Butler,DL,31,3845578,1.38,-8007245.0,5997245,2028.0
10,Pola-Mao  Isaiah Pola-Mao,S,26,3600080,1.29,-3510080.0,4350080,2027.0
11,Stokes  Eric Stokes,CB,26,3508820,1.26,-2998820.0,3978820,2026.0
12,Roberts  Elandon Roberts,LB,31,3018820,1.08,-2508820.0,3018820,20236.0
13,Pickett  Kenny Pickett,QB,27,2623350,0.94,-2623350.0,2623350,2026.0
14,Mayer  Michael Mayer,TE,24,2550165,0.91,-3796655.0,1606775,2027.0
15,Mostert  Raheem Mostert,RB,33,1567875,0.56,-182875.0,1557875,2026.0
16,Thomas  Ian Thomas,TE,29,1522265,0.55,-577265.0,1522265,2026.0
17,Tucker  Tre Tucker,WR,24,1456648,0.52,-438838.0,1242269,2027.0
18,Bech  Jack Bech,WR,23,1377551,0.49,-5080424.0,2980541,2029.0
19,Johnson  Lonnie Johnson,S,28,1364135,0.49,-184135.0,1244135,2026.0
20,Glaze  Delmar Glaze,RT,23,1343214,0.48,-824601.0,1071707,2028.0
21,White  Zamir White,RB,26,1291021,0.46,-191021.0,1105038,2026.0
22,Bobenmoyer  Jacob Bobenmoyer,LS,28,1264765,0.45,-9765.0,1264765,2026.0
23,Porter  Darien Porter,CB,24,1226104,0.44,-1533790.0,2373790,2029.0
24,White  Devin White,LB,27,1175670,0.42,-5670.0,1175670,2026.0
25,Richardson  Decamerion Richardson,CB,24,1170334,0.42,-610842.0,970080,2028.0
26,O'Connell  Aidan O'Connell,QB,27,1167425,0.42,-264770.0,1040080,2027.0
27,Rogers  Caleb Rogers,G,24,1123757,0.4,-1124402.0,1964402,2029.0
28,Grant  Charles Grant,LT,23,1123757,0.4,-1124402.0,1964402,2029.0
29,Thornton Jr.  Dont'e Thornton Jr.,WR,23,1106267,0.4,-1054442.0,1894442,2029.0
30,Holmes  Darnay Holmes,CB,27,1064765,0.38,-34765.0,1204765,2026.0
31,Eichenberg  Tommy Eichenberg,LB,24,1054508,0.38,-263364.0,970080,2028.0
32,Adams  Jamal Adams,S,30,1030000,0.37,,1255000,2026.0
33,Forsythe  Stone Forsythe,RT,28,1030000,0.37,,1170000,2026.0
34,Booker  Thomas Booker,DL,27,1030000,0.37,,1030000,2026.0
35,McCollum  Tristin McCollum,CB,26,1030000,0.37,,1030000,2026.0
36,Hemingway  Tonka Hemingway,ED,24,1009996,0.36,-665816.0,1509358,2029.0
37,Laube  Dylan Laube,RB,26,1008878,0.36,-116394.0,970080,2028.0
38,Snowden  Charles Snowden,ED,27,970080,0.35,,970080,2026.0
39,Laulu  Jonah Laulu,DL,25,970080,0.35,-10080.0,970080,2028.0
40,Pegues  JJ Pegues,DL,24,910327,0.33,-270682.0,1110682,2029.0
41,Lindenberg  Cody Lindenberg,LB,23,878834,0.31,-144710.0,984710,2029.0
42,Putnam  Will Putnam,C,25,850080,0.3,-10080.0,850080,2026.0
43,Bachman  Alex Bachman,WR,29,801108,0.29,,801108,2026.0
44,Rhattigan  Jon Rhattigan,LB,26,743889,0.27,,845000,2026.0
45,Lockett  Tyler Lockett,WR,33,697222,0.25,,697222,
46,Runyon  Carter Runyon,TE,24,653338,0.23,,653338,2027.0
47,Vance Jr.  Greedy Vance Jr.,CB,24,233335,0.08,,233335,2027.0
48,Anusiem  Chigozie Anusiem,CB,25,213332,0.08,,213332,2027.0
49,Martin  Brodric Martin,DL,26,171666,0.06,,171666,2027.0
50,Edmunds  Terrell Edmunds,S,28,139444,0.05,,139444,2026.0
51,Mafi  Atonio Mafi,G,25,114444,0.04,,114444,2027.0
52,Jackson  Shedrick Jackson,WR,26,106666,0.04,,106666,2027.0
53,Harvey  Jahfari Harvey,ED,24,93334,0.03,,93334,2027.0
