Unnamed: 0,Player (53),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Burrow  Joe Burrow,QB,29,46004509,16.48,-102254509.0,35254725,2030
2,Higgins  Tee Higgins,WR,26,24414706,8.74,-30100000.0,35664706,2029
3,Chase  Ja'Marr Chase,WR,25,23570000,8.44,-72900000.0,41111667,2030
4,Brown Jr.  Orlando Brown Jr.,LT,29,15034000,5.38,-15925000.0,7523000,2027
5,Hill  B.J. Hill,DL,30,8625490,3.09,-11100000.0,16000000,2028
6,Gesicki  Mike Gesicki,TE,30,7666666,2.75,-6600000.0,12000000,2028
7,Karras  Ted Karras,C,32,6800000,2.44,-2600000.0,5800000,2027
8,Ossai  Joseph Ossai,ED,25,6500000,2.33,-3100000.0,6500000,2026
9,Stone  Geno Stone,S,26,6400000,2.29,-3100000.0,4900000,2026
10,Slaton  Tedarrell Slaton,DL,28,5440000,1.95,-5100000.0,8440000,2027
11,McPherson  Evan McPherson,K,26,4583333,1.64,-6350000.0,5000000,2028
12,Hill  Daxton Hill,CB,25,3720736,1.33,-12987736.0,2304461,2027
13,Mims  Amarius Mims,RT,23,3502041,1.25,-12585234.0,1502212,2029
14,Stewart  Shemar Stewart,ED,22,3452018,1.24,-18972335.0,11278895,2030
15,Murphy  Myles Murphy,ED,23,3441395,1.23,-7446433.0,1902802,2028
16,Sample  Drew Sample,TE,29,2750000,0.99,-50000.0,2735294,2027
17,Fant  Noah Fant,TE,28,2705882,0.97,-1000000.0,3000000,2026
18,Ford  Cody Ford,LT,29,2570576,0.92,-1100000.0,3100000,2027
19,Burks  Oren Burks,LB,30,2325000,0.83,-850000.0,2700000,2027
20,Patrick  Lucas Patrick,G,32,2002941,0.72,-275000.0,2100000,2026
21,Flacco  Joe Flacco,QB,40,1862265,0.67,-906389.0,1862265,2026
22,Turner  D.J. Turner,CB,25,1688517,0.6,-748521.0,1318509,2027
23,Knight Jr.  Demetrius Knight Jr.,LB,25,1642178,0.59,-7117750.0,4038086,2029
24,Perine  Samaje Perine,RB,30,1608190,0.58,-408190.0,1808190,2027
25,Battle  Jordan Battle,S,25,1460782,0.52,-444875.0,1242597,2027
26,Jackson  McKinnley Jackson,DL,24,1279134,0.46,-674778.0,1056623,2028
27,Sample  Cameron Sample,ED,26,1225000,0.44,-125000.0,1225000,2026
28,Jones  Charlie Jones,WR,27,1208199,0.43,-347893.0,1038505,2027
29,Risner  Dalton Risner,G,30,1197500,0.43,-167500.0,1337500,2026
30,Anderson  Tycen Anderson,S,26,1185026,0.42,-85026.0,1108505,2026
31,Fairchild  Dylan Fairchild,G,22,1171029,0.42,-1313490.0,2153490,2029
32,Brown  Chase Brown,RB,25,1110044,0.4,-151583.0,1038505,2027
33,Carter  Barrett Carter,LB,23,1089071,0.39,-985658.0,1825658,2029
34,Iosivas  Andrei Iosivas,WR,26,1078351,0.39,-88197.0,1038505,2027
35,Ivey  D.J. Ivey,CB,25,1058668,0.38,-48831.0,1038505,2027
36,Newton  Josh Newton,CB,25,1052824,0.38,-261462.0,968505,2028
37,Browning  Jake Browning,QB,29,1037245,0.37,-7245.0,1037245,2026
38,Hudson  Tanner Hudson,TE,31,1035985,0.37,-5985.0,1260985,2026
39,Grandy  Cam Grandy,TE,25,980000,0.35,-20000.0,980000,2026
40,Tinsley  Mitchell Tinsley,WR,26,968505,0.35,-8505.0,968505,2026
41,Rehkow  Ryan Rehkow,P,27,968505,0.35,-8505.0,968505,2027
42,Rivers  Jalen Rivers,G,23,948789,0.34,-424524.0,1264524,2029
43,Brooks  Tahj Brooks,RB,23,901256,0.32,-234398.0,1074398,2029
44,Jules  P.J. Jules,S,27,848790,0.3,-8790.0,848790,2026
45,Wagner  William Wagner,LS,25,846875,0.3,-13542.0,853542,2028
46,Heyward  Shaka Heyward,LB,25,820167,0.29,-8505.0,820167,2026
47,Johnson  Cedric Johnson,ED,23,805323,0.29,-112296.0,770726,2028
48,Jefferson  Jordan Jefferson,DL,24,746662,0.27,,746662,2028
49,Anthony  Daijahn Anthony,S,25,701283,0.25,-96843.0,671837,2028
50,Giles-Harris  Joe Giles-Harris,LB,28,611110,0.22,,611110,2026
51,Foskey  Isaiah Foskey,LB,25,400554,0.14,,400554,2026
52,Davis  Jalen Davis,CB,29,286110,0.1,,325000,2026
53,Williams  Ke’Shawn Williams,WR,24,140001,0.05,,140001,2027
