Unnamed: 0,Player (53),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Hill  Tyreek Hill,WR,30,18367926,7.19,-88826250.0,26450000,2027
2,Armstead  Terron Armstead,LT,33,10556102,4.13,-27582250.0,14348529,2027
3,Tagovailoa  Tua Tagovailoa,QB,26,9526890,3.73,-93171000.0,43126890,2029
4,Waddle  Jaylen Waddle,WR,26,9094326,3.56,-40242726.0,19928000,2029
5,Ramsey  Jalen Ramsey,CB,30,7962560,3.12,-57403000.0,26107560,2029
6,Sieler  Zach Sieler,ED,29,6252000,2.45,-14733000.0,9860000,2027
7,Sanders  Jason Sanders,K,29,4506500,1.76,-2126000.0,3775000,2027
8,Holland  Jevon Holland,FS,24,4290802,1.68,-924802.0,3366000,2025
9,Eichenberg  Liam Eichenberg,C,26,4163178,1.63,-797178.0,3366000,2025
10,Mostert  Raheem Mostert,RB,32,3401165,1.33,-4360000.0,3692352,2026
11,Smythe  Durham Smythe,TE,29,3316946,1.3,-5238332.0,3375000,2026
12,Ogbah  Emmanuel Ogbah,ED,31,3191165,1.25,-2000000.0,4470588,2025
13,Ingold  Alec Ingold,FB,28,3130000,1.23,-4325000.0,3500000,2027
14,Riley  Duke Riley,LB,30,3085000,1.21,-585000.0,2500000,2025
15,Brooks  Jordyn Brooks,LB,27,2800000,1.1,-9500000.0,10500000,2027
16,Robinson  Chop Robinson,LB,21,2722950,1.07,-14976228.0,8506800,2029
17,Brewer  Aaron Brewer,C,27,2528000,0.99,-10215000.0,7000000,2027
18,Wilson  Jeff Wilson,RB,29,2398676,0.94,-782500.0,1616176,2025
19,Smith  Jonnu Smith,TE,29,2110000,0.83,-3960000.0,4310000,2026
20,Campbell  Calais Campbell,ED,38,2000000,0.78,-790000.0,3025000,2025
21,Poyer  Jordan Poyer,S,33,1985294,0.78,-1000000.0,1985294,2025
22,Neal  Siran Neal,S,30,1950000,0.76,-650000.0,1950000,2025
23,Jones  Robert Jones,G,25,1794117,0.7,-1200000.0,2985000,2025
24,Jones  Benito Jones,DL,27,1790000,0.7,-1790000.0,1790000,2025
25,Bailey  Jake Bailey,P,27,1675000,0.66,-2225000.0,2225000,2026
26,Wynn  Isaiah Wynn,G,28,1585000,0.62,-1000000.0,1555000,2025
27,Campbell  Elijah Campbell,S,29,1475000,0.58,-355000.0,1505000,2025
28,Tindall  Channing Tindall,LB,24,1375884,0.54,-424512.0,1163628,2026
29,Paul  Patrick Paul,LT,24,1256672,0.49,-4163624.0,2641688,2028
30,Dodson  Tyrel Dodson,LB,26,1240000,0.49,-1000000.0,1740000,2025
31,Achane  Devon Achane,RB,23,1235784,0.48,-715881.0,997157,2027
32,Walker Jr.  Anthony Walker Jr.,LB,29,1152500,0.45,-917500.0,1377500,2025
33,Hand  Da'shawn Hand,ED,29,1152500,0.45,-167500.0,1292500,2025
34,Cracraft  River Cracraft,WR,30,1100000,0.43,,1225000,2025
35,Kohou  Kader Kohou,CB,26,995000,0.39,-10000.0,985000,2025
36,Wright  Jaylen Wright,RB,21,985005,0.39,-760020.0,1555020,2028
37,Bell  Quinton Bell,LB,28,985000,0.39,,985000,2025
38,Hill  Julian Hill,TE,24,919166,0.36,-8334.0,915000,2026
39,Bonner  Ethan Bonner,CB,25,915000,0.36,,915000,2026
40,Huntley  Tyler Huntley,QB,26,875556,0.34,,1000000,2025
41,Kamara  Mohamed Kamara,LB,25,875218,0.34,-320872.0,1115872,2028
42,Washington  Malik Washington,WR,23,844890,0.33,-199560.0,994560,2028
43,Duck  Storm Duck,CB,24,801666,0.31,-170000.0,815000,2027
44,Meyer  Andrew Meyer,C,24,800000,0.31,-90000.0,810000,2027
45,Eskridge  D'Wayne Eskridge,WR,27,644722,0.25,,644722,2025
46,McMorris  Patrick McMorris,S,23,623275,0.24,-179764.0,758098,2028
47,Goode  Cameron Goode,LB,26,565000,0.22,,565000,2026
48,Stoll  Jack Stoll,TE,26,468888,0.18,,468888,2025
49,Carman  Jackson Carman,LT,24,293056,0.11,,293055,2025
50,Dickerson  Matt Dickerson,DL,29,218889,0.09,,250000,2025
51,McQuaide  Jake McQuaide,LS,37,201666,0.08,,201666,2025
52,Ezukanma  Erik Ezukanma,WR,24,109444,0.04,,109444,2026
53,Daniels  Braeden Daniels,LT,24,50833,0.02,,50833,2026
