Unnamed: 0,Player (68),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Rodgers  Aaron Rodgers,QB,37,21642000,10.92,-53198000.0,21578775,2024.0
2,Smith  Za'Darius Smith,ED,28,17250000,8.7,-27250000.0,12281239,2023.0
3,Adams  Davante Adams,WR,28,16537500,8.34,-19700000.0,12966419,2022.0
4,Smith  Preston Smith,ED,28,13500000,6.81,-21000000.0,9537330,2023.0
5,Linsley  Corey Linsley,C,29,10500000,5.3,-10000000.0,8543192,2021.0
6,Amos  Adrian Amos,FS,27,9650000,4.87,-14500000.0,6966502,2023.0
7,Turner  Billy Turner,G,29,8081250,4.08,-12300000.0,5898537,2023.0
8,Clark  Kenny Clark,DL,25,6690000,3.38,-27690000.0,26745497,2025.0
9,Lowry  Dean Lowry,DL,26,5200000,2.62,-7800000.0,3785145,2023.0
10,Wagner  Ricky Wagner,RT,31,5000000,2.52,-6000000.0,6788555,2022.0
11,Kirksey  Christian Kirksey,LB,28,4125000,2.08,-6000000.0,6175975,2022.0
12,Crosby  Mason Crosby,K,36,4000000,2.02,-5550000.0,6024800,2023.0
13,Gary  Rashan Gary,ED,23,3608480,1.82,-12990528.0,1300860,2024.0
14,Alexander  Jaire Alexander,CB,23,3286563,1.66,-7120886.0,1745064,2023.0
15,Savage  Darnell Savage,SS,23,2844929,1.44,-10241745.0,1263418,2024.0
16,Lewis  Marcedes Lewis,TE,36,2300000,1.16,-2150000.0,2412443,2021.0
17,Williams  Jamaal Williams,RB,25,2274498,1.15,-141498.0,2273876,2021.0
18,King  Kevin King,CB,25,2253010,1.14,-822435.0,1612341,2021.0
19,Love  Jordan Love,QB,22,2251537,1.14,-6566148.0,7176148,2025.0
20,Jones  Aaron Jones,RB,26,2183487,1.1,-50485.0,2283641,2021.0
21,Jackson  Josh Jackson,CB,24,1706209,0.86,-1314949.0,1217266,2022.0
22,Jenkins  Elgton Jenkins,G,25,1540800,0.78,-3008764.0,1183497,2023.0
23,Patrick  Lucas Patrick,G,27,1291666,0.65,-233334.0,1596267,2022.0
24,Burks  Oren Burks,LB,25,980189,0.49,-410378.0,980680,2022.0
25,Dillon  A.J. Dillon,RB,22,961060,0.48,-2254505.0,2084806,2024.0
26,Sternberger  Jace Sternberger,TE,24,956632,0.48,-754896.0,840350,2023.0
27,Scott  JK Scott,P,24,804388,0.41,-108777.0,828753,2022.0
28,Valdes-Scantling  Marquez Valdes-Scantling,WR,26,804388,0.41,-108777.0,1186719,2022.0
29,Bradley  Hunter Bradley,LS,26,769335,0.39,-38672.0,822218,2022.0
30,Keke  Kingsley Keke,DL,24,753316,0.38,-234948.0,948332,2023.0
31,Boyle  Tim Boyle,QB,26,752000,0.38,-2000.0,762715,2021.0
32,Redmond  Will Redmond,FS,27,750000,0.38,,1084106,2021.0
33,Tonyan Jr.  Robert Tonyan Jr.,TE,26,750000,0.38,,1147222,2021.0
34,Sullivan  Chandon Sullivan,CB,24,750000,0.38,,1250291,2021.0
