Unnamed: 0,Player (53),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Vea  Vita Vea,DL,29,20965054,8.21,-23207238.0,16000000,2027
2,Dean  Jamel Dean,CB,28,14666343,5.74,-21136000.0,12500000,2026
3,David  Lavonte David,LB,34,8500000,3.33,-8500000.0,8750000,2025
4,Winfield Jr.  Antoine Winfield Jr.,FS,26,8000000,3.13,-45000000.0,24000000,2028
5,Mayfield  Baker Mayfield,QB,29,6900000,2.7,-40125000.0,32500000,2027
6,Wirfs  Tristan Wirfs,LT,25,6606582,2.59,-53694328.0,26244000,2030
7,Evans  Mike Evans,WR,31,5568000,2.18,-29000000.0,23666668,2026
8,Nelson  Anthony Nelson,ED,27,5384000,2.11,-4036000.0,4500000,2025
9,McLaughlin  Chase McLaughlin,K,28,5000000,1.96,-5000000.0,5000000,2027
10,Gaines  Greg Gaines,DL,27,3975000,1.56,-4900000.0,3500000,2025
11,Tryon  Joe Tryon,ED,25,3554485,1.39,-1371134.0,2183351,2025
12,Hainsey  Robert Hainsey,C,26,3329886,1.3,-213886.0,3116000,2025
13,Kancey  Calijah Kancey,DL,23,3293971,1.29,-14787445.0,1408794,2028
14,Bredeson  Ben Bredeson,G,25,2960000,1.16,-1750000.0,3500000,2025
15,Barton  Graham Barton,C,22,2550446,1.0,-14027456.0,7816784,2029
16,Hall  Logan Hall,DL,24,2540851,0.99,-3754752.0,1551950,2026
17,Newman  Royce Newman,G,27,2250000,0.88,,2250000,2025
18,Trask  Kyle Trask,QB,26,1761244,0.69,-346425.0,1414819,2025
19,Mauch  Cody Mauch,G,25,1701240,0.67,-3252239.0,1090248,2027
20,Goedeke  Luke Goedeke,RT,26,1685178,0.66,-836904.0,1266726,2026
21,Thomas  Tavierre Thomas,CB,28,1441176,0.56,-750000.0,1500000,2025
22,White  Rachaad White,RB,25,1399091,0.55,-455454.0,1171364,2026
23,Skule  Justin Skule,LT,28,1255000,0.49,-600000.0,1255000,2025
24,Diaby  YaYa Diaby,ED,25,1242139,0.49,-731133.0,998428,2027
25,Braswell  Chris Braswell,ED,23,1233672,0.48,-3885353.0,2549688,2028
26,Otton  Cade Otton,TE,25,1193486,0.47,-416972.0,985000,2026
27,Gholston  William Gholston,DL,33,1152500,0.45,-985000.0,1377500,2025
28,Britt  K.J. Britt,LB,25,1121574,0.44,-66574.0,1055000,2025
29,McCollum  Zyon McCollum,CB,25,1065433,0.42,-160866.0,985000,2026
30,Smith  Tykee Smith,S,23,1034003,0.4,-956012.0,1751012,2028
31,McMillan  Jalen McMillan,WR,23,1029641,0.4,-938564.0,1733564,2028
32,Kieft  Ko Kieft,TE,26,1018004,0.4,-66008.0,985000,2026
33,Russell  J.J. Russell,LB,26,985000,0.39,,985000,2025
34,Irving  Bucky Irving,RB,22,977888,0.38,-731552.0,1526552,2028
35,Durham  Payne Durham,TE,24,976244,0.38,-183732.0,915000,2027
36,Hayes  Josh Hayes,S,25,966093,0.38,-153279.0,915000,2027
37,Palmer  Trey Palmer,WR,23,959823,0.38,-134469.0,915000,2027
38,Tucker  Sean Tucker,RB,23,916666,0.36,-3334.0,915000,2026
39,Klein  Elijah Klein,G,24,829597,0.32,-138388.0,933388,2028
40,Culp  Devin Culp,TE,24,816546,0.32,-86184.0,881184,2028
41,Funderburk  Tyrek Funderburk,CB,24,801666,0.31,-100000.0,815000,2027
42,Ramirez  Jose Ramirez,ED,25,795000,0.31,,795000,2026
43,Shepard  Sterling Shepard,WR,31,766111,0.3,,941111,2025
44,Jarrett  Rakim Jarrett,WR,23,759999,0.3,-16667.0,751666,2026
45,Brewer  C.J. Brewer,DL,27,706672,0.28,,706672,2025
46,Johnson  Kameron Johnson,WR,22,635836,0.25,-10000.0,642503,2027
47,Deckers  Evan Deckers,LS,25,524167,0.21,,524167,2026
48,Miller  Ryan Miller,WR,24,485837,0.19,,485837,2026
49,Edwards  Mike Edwards,S,28,437778,0.17,,500000,2025
50,Merriweather  Kaevon Merriweather,S,25,254167,0.1,,254166,2025
51,Barrett  Shaquil Barrett,ED,32,134444,0.05,,134444,2025
52,Browning  Jack Browning,P,23,88334,0.03,,88334,2026
53,Neal  Ryan Neal,SS,29,54722,0.02,,54722,2025
