Unnamed: 0,Player (23),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Smith  Geno Smith,QB,37,39500000,12.4,,39500000,2028
2,Crosby  Maxx Crosby,ED,30,29782000,9.35,,29782000,2030
3,Miller  Kolton Miller,LT,32,20232999,6.35,-5000000.0,17732999,2029
4,Wilson  Tyree Wilson,ED,27,14685000,4.61,,14685000,2028
5,Jeanty  Ashton Jeanty,RB,24,9789767,3.07,-21211162.0,4103256,2030
6,Butler  Adam Butler,DL,33,6073334,1.91,-1083334.0,4990000,2028
7,Bowers  Brock Bowers,TE,25,5771431,1.81,-5771431.0,3268470,2029
8,Cole  A.J. Cole,P,32,2900000,0.91,-1500000.0,2400000,2030
9,Powers-Johnson  Jackson Powers-Johnson,G,24,2789743,0.88,-799138.0,1990605,2028
10,Bech  Jack Bech,WR,25,2061496,0.65,-1984960.0,1527166,2029
11,Glaze  Delmar Glaze,RT,25,1866388,0.59,-271507.0,1594881,2028
12,Porter  Darien Porter,CB,26,1833844,0.58,-765124.0,1451282,2029
13,Rogers  Caleb Rogers,G,26,1680323,0.53,-560430.0,1400108,2029
14,Grant  Charles Grant,LT,25,1680323,0.53,-560430.0,1400108,2029
15,Richardson  Decamerion Richardson,CB,26,1390254,0.44,-200254.0,1190000,2028
16,Thornton Jr.  Dont'e Thornton Jr.,WR,25,1382725,0.43,-525450.0,1120000,2029
17,Hemingway  Tonka Hemingway,ED,26,1286454,0.4,-332908.0,1120000,2029
18,Eichenberg  Tommy Eichenberg,LB,26,1274428,0.4,-84428.0,1190000,2028
19,Laube  Dylan Laube,RB,28,1228798,0.39,-38798.0,1190000,2028
20,Jackson  Brennan Jackson,LB,27,1190000,0.37,,1190000,2028
21,Laulu  Jonah Laulu,DL,27,1190000,0.37,,1190000,2028
22,Pegues  JJ Pegues,DL,26,1186785,0.37,-133570.0,1120000,2029
23,Lindenberg  Cody Lindenberg,LB,25,1155292,0.36,-70584.0,1120000,2029
