Unnamed: 0,Player (54),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Jackson  Lamar Jackson,QB,27,32400000,12.69,-133850000.0,31790268,2028
2,Humphrey  Marlon Humphrey,CB,28,22877800,8.96,-34316600.0,12047204,2027
3,Williams  Marcus Williams,S,28,18027918,7.06,-26736520.0,13661223,2026
4,Stanley  Ronnie Stanley,LT,30,17050593,6.68,-4000000.0,7577536,2025
5,Andrews  Mark Andrews,TE,28,16907611,6.62,-15815222.0,11049200,2026
6,Smith  Roquan Smith,LB,27,9843750,3.85,-51000000.0,18120833,2028
7,Madubuike  Nnamdi Madubuike,DL,27,7100000,2.78,-53500000.0,31136803,2028
8,Mekari  Patrick Mekari,G,27,6350000,2.49,-2000000.0,4539835,2025
9,Ricard  Patrick Ricard,FB,30,5155000,2.02,-1155000.0,4101935,2025
10,Henry  Derrick Henry,RB,30,5105000,2.0,-9000000.0,11064821,2026
11,Washington  Broderick Washington,DL,28,4540000,1.78,-8240000.0,6126338,2027
12,Hamilton  Kyle Hamilton,S,23,4433206,1.74,-9605278.0,2471486,2027
13,Tucker  Justin Tucker,K,35,4082500,1.6,-11600000.0,3555682,2028
14,Pierce  Michael Pierce,DL,32,4072000,1.59,-6824000.0,1570080,2026
15,Bateman  Rashod Bateman,WR,25,3834135,1.5,-4982468.0,4732133,2027
16,Van Noy  Kyle Van Noy,ED,33,3625000,1.42,-5250000.0,6174121,2026
17,Linderbaum  Tyler Linderbaum,C,24,3610442,1.41,-7822624.0,2273853,2026
18,Oweh  Odafe Oweh,ED,26,3608942,1.41,-15094253.0,2419855,2026
19,Stephens  Brandon Stephens,S,27,3326155,1.3,-210155.0,3498587,2025
20,Flowers  Zay Flowers,WR,24,3190099,1.25,-11484355.0,1683579,2028
21,Hill  Justice Hill,RB,27,2670446,1.05,-4718954.0,4104381,2027
22,Wiggins  Nate Wiggins,CB,21,2330877,0.91,-12819822.0,7322245,2029
23,Ojabo  David Ojabo,ED,24,2157033,0.84,-2166044.0,1590940,2026
24,Agholor  Nelson Agholor,WR,31,2135000,0.84,-5418000.0,3987871,2025
25,Jones  Josh Jones,G,27,1790000,0.7,-665000.0,1875312,2025
26,Cleveland  Ben Cleveland,G,26,1500461,0.59,-216461.0,1417131,2025
27,Moore  Nick Moore,LS,32,1455000,0.57,-550000.0,1166209,2026
28,Jones  Travis Jones,DL,25,1446417,0.57,-517986.0,1787957,2026
29,Harrison  Malik Harrison,LB,26,1292500,0.51,-2742500.0,3053754,2025
30,Simpson  Trenton Simpson,LB,23,1229020,0.48,-697911.0,1710544,2027
31,Wallace  Tylan Wallace,WR,25,1226341,0.48,-171341.0,1526880,2025
32,White  Tre'Davious White,CB,29,1220588,0.48,-750000.0,1409932,2025
33,Faalele  Daniel Faalele,RT,25,1185085,0.46,-400170.0,2005870,2026
34,Rosengarten  Roger Rosengarten,RT,22,1170421,0.46,-3384289.0,3030366,2028
35,Kolar  Charlie Kolar,TE,25,1161221,0.45,-352442.0,1452633,2026
36,Stout  Jordan Stout,P,26,1159459,0.45,-348918.0,1122865,2026
37,Johnson  Josh Johnson,QB,38,1152500,0.45,-1152500.0,1408871,2025
38,Urban  Brent Urban,DL,33,1152500,0.45,-25000.0,1577511,2025
39,Board  Chris Board,LB,29,1152500,0.45,-1152500.0,1645413,2025
40,Likely  Isaiah Likely,TE,24,1111085,0.44,-252170.0,1560906,2026
41,Robinson  Tavius Robinson,ED,25,1095141,0.43,-540423.0,1565262,2027
42,Isaac  Adisa Isaac,ED,23,1026915,0.4,-927660.0,1787844,2028
43,Walker  Devontez Walker,WR,23,994463,0.39,-797852.0,1774085,2028
44,Washington  Ar'Darius Washington,S,25,985000,0.39,,1861553,2025
45,Tampa  T.J. Tampa,CB,22,969614,0.38,-698456.0,1629200,2028
46,Samac  Nick Samac,C,23,822461,0.32,-109844.0,904844,2028
47,Vorhees  Andrew Vorhees,G,25,820528,0.32,-76584.0,1132822,2027
48,Kane  Sanoussi Kane,S,23,815733,0.32,-82932.0,1217477,2028
49,Brade  Beau Brade,S,22,803333,0.31,-45000.0,1035479,2027
50,Ali  Rasheen Ali,RB,23,777188,0.3,-289868.0,1059394,2028
51,Mitchell  Keaton Mitchell,RB,22,651003,0.25,-12000.0,705177,2026
52,Welch  Kristian Welch,LB,28,383056,0.15,,629350,2025
53,Worley  Daryl Worley,CB,29,328332,0.13,,403332,2025
54,Sims Jr.  Steven Sims Jr.,WR,27,121208,0.05,,191166,2025
