Unnamed: 0,Player (53),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Cooks  Brandin Cooks,WR,31,10000000,3.92,-6000000.0,8000000,2025.0
2,Wilson  Donovan Wilson,S,27,7370575,2.89,-10450000.0,6250000,2026.0
3,Steele  Terence Steele,RT,27,6500000,2.55,-19250000.0,8000000,2029.0
4,Parsons  Micah Parsons,ED,25,5434479,2.13,-5434479.0,2989062,2026.0
5,Lance  Trey Lance,QB,24,5310714,2.08,-5310719.0,5310714,2025.0
6,Hooker  Malik Hooker,FS,28,3985296,1.56,-7750000.0,2500000,2027.0
7,Anger  Bryan Anger,P,36,3800000,1.49,-800000.0,3000000,2025.0
8,Smith  Tyler Smith,G,23,3651579,1.43,-7911754.0,1922193,2027.0
9,Odighizuwa  Osa Odighizuwa,DL,26,3380762,1.32,-264762.0,3116000,2025.0
10,Smith  Mazi Smith,DL,23,3016976,1.18,-10861115.0,1353395,2028.0
11,Kendricks  Eric Kendricks,LB,32,2941165,1.15,-2500000.0,3441176,2025.0
12,Rush  Cooper Rush,QB,31,2875000,1.13,-625000.0,2500000,2025.0
13,Guyton  Tyler Guyton,LT,23,2391965,0.94,-13155806.0,7182860,2029.0
14,Joseph  Linval Joseph,DL,36,2205000,0.86,-2000000.0,2500000,2025.0
15,Golston  Chauncey Golston,DL,26,1564369,0.61,-233925.0,1330444,2025.0
16,Schoonmaker  Luke Schoonmaker,TE,26,1424247,0.56,-2203043.0,1034849,2027.0
17,Tolbert  Jalen Tolbert,WR,25,1400651,0.55,-457534.0,1171884,2026.0
18,Lewis  Jourdan Lewis,CB,29,1377500,0.54,-2827500.0,2827500,2025.0
19,Dowdle  Rico Dowdle,RB,26,1255000,0.49,-200000.0,1255000,2025.0
20,Kneeland  Marshawn Kneeland,ED,23,1242299,0.49,-4011379.0,2584196,2028.0
21,Ferguson  Jake Ferguson,TE,25,1161221,0.45,,985000,2026.0
22,Goodwin  C.J. Goodwin,CB,34,1152500,0.45,-167500.0,1377500,2025.0
23,Sieg  Trent Sieg,LS,29,1152500,0.45,-1292500.0,1292500,2025.0
24,Mukuamu  Israel Mukuamu,CB,25,1087677,0.43,-32677.0,1055000,2025.0
25,Beebe  Cooper Beebe,C,23,1079949,0.42,-1139796.0,1934796,2028.0
26,Bland  DaRon Bland,CB,25,1061197,0.42,-152394.0,985000,2026.0
27,Clark  Damone Clark,LB,24,1045638,0.41,-121276.0,985000,2026.0
28,Liufau  Marist Liufau,LB,23,1034821,0.41,-959284.0,1754284,2028.0
29,Waletzko  Matt Waletzko,RT,25,995873,0.39,-161746.0,915000,2026.0
30,Hoffman  Brock Hoffman,C,25,985000,0.39,,985000,2025.0
31,Turpin  Kavontae Turpin,WR,28,985000,0.39,,985000,2025.0
32,Richards  Asim Richards,G,24,976244,0.38,-183732.0,915000,2027.0
33,Vaughn  Deuce Vaughn,RB,23,948334,0.37,-100002.0,915000,2027.0
34,Brooks  Jalen Brooks,WR,24,935590,0.37,-61770.0,915000,2027.0
35,Edoga  Chuma Edoga,LT,27,922779,0.36,-667500.0,922779,2025.0
36,Luepke  Hunter Luepke,FB,24,921666,0.36,-13334.0,915000,2026.0
37,Bass  T.J. Bass,G,25,918333,0.36,-6667.0,915000,2026.0
38,Johnson  Buddy Johnson,LB,25,915000,0.36,,915000,2026.0
39,Thomas  Juanyeh Thomas,S,24,915000,0.36,,915000,2025.0
40,Wheat  Tyrus Wheat,ED,25,915000,0.36,,915000,2025.0
41,Aubrey  Brandon Aubrey,K,29,915000,0.36,,915000,2026.0
42,Watkins  Carlos Watkins,ED,31,875552,0.34,,1000000,2025.0
43,Flournoy  Ryan Flournoy,WR,25,829597,0.32,-138388.0,933388,2028.0
44,Spann-Ford  Brevyn Spann-Ford,TE,25,801666,0.31,-245000.0,815000,2027.0
45,Vigil  Nick Vigil,LB,31,766108,0.3,,941108,2025.0
46,Lawson  Carl Lawson,ED,29,711386,0.28,,937500,2025.0
47,Mingo  Jonathan Mingo,WR,23,576286,0.23,-2944150.0,576286,2027.0
48,Fant  Princeton Fant,TE,25,265002,0.1,,265002,2026.0
49,Booth Jr.  Andrew Booth Jr.,CB,24,164167,0.06,,164166,2026.0
50,Rogers  Justin Rogers,DL,23,132501,0.05,,132501,2026.0
51,Harris  Darius Harris,LB,28,109444,0.04,,109444,2026.0
52,Grier  Will Grier,QB,29,62500,0.02,,62500,
53,Brown  Earnest Brown,DL,25,54722,0.02,,54722,2026.0
