Unnamed: 0,Player (80),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Jenkins  Rayshawn Jenkins,S,28,9911765,4.76,-13500000.0,8000000,2025.0
2,Robertson-Harris  Roy Robertson-Harris,DL,29,9062739,4.35,-11066667.0,6800000,2024.0
3,Engram  Evan Engram,TE,28,8970590,4.31,-8750000.0,9200000,2023.0
4,Jones  Marvin Jones,WR,32,8712500,4.18,-5412500.0,5979408,2023.0
5,Lawrence  Trevor Lawrence,QB,23,8362156,4.02,-20909175.0,2332431,2026.0
6,Scherff  Brandon Scherff,G,31,7647059,3.67,-30500000.0,18941184,2025.0
7,Kirk  Christian Kirk,WR,26,7500000,3.6,-37500000.0,24000000,2026.0
8,Hines-Allen  Joshua Hines-Allen,ED,25,7236294,3.48,-3640025.0,3596269,2024.0
9,Williams  Darious Williams,CB,29,6911754,3.32,-18500000.0,8000000,2025.0
10,Walker  Travon Walker,DL,22,6795022,3.26,-37372622.0,25065088,2027.0
11,Oluokun  Foyesade Oluokun,LB,27,6666666,3.2,-28500000.0,15000000,2025.0
12,Fatukasi  Foley Fatukasi,DL,27,5774509,2.77,-20500000.0,12411754,2025.0
13,Agnew  Jamal Agnew,WR,27,5543136,2.66,-2533334.0,4464705,2024.0
14,Jones  Zay Jones,WR,27,4333333,2.08,-14500000.0,8720576,2025.0
15,Manhertz  Chris Manhertz,TE,30,4025000,1.93,-2425000.0,2882352,2023.0
16,Key  Arden Key,DL,26,4000000,1.92,-3500000.0,4000000,2023.0
17,Taylor  Jawaan Taylor,RT,25,3721077,1.79,-931077.0,2790000,2023.0
18,Chaisson  K’Lavon Chaisson,ED,23,3639440,1.75,-5455733.0,1823147,2024.0
19,Etienne  Travis Etienne,RB,23,2931388,1.41,-5055330.0,1246278,2026.0
20,Beathard  C.J. Beathard,QB,29,2726464,1.31,-1100000.0,1976464,2023.0
21,Cooke  Logan Cooke,P,27,2680000,1.29,-2400000.0,2080000,2026.0
22,Arnold  Dan Arnold,TE,27,2535000,1.22,-1135000.0,2535000,2023.0
23,Wingard  Andrew Wingard,S,26,2433000,1.17,,2433000,2023.0
24,Lloyd  Devin Lloyd,LB,24,2352110,1.13,-12936606.0,7293440,2026.0
25,Lloyd  Devin Lloyd,LB,24,2352110,1.13,-12936606.0,7293440,2026.0
26,Shatley  Tyler Shatley,G,31,2150000,1.03,-2450000.0,2638224,2024.0
27,Shatley  Tyler Shatley,G,31,2150000,1.03,-2450000.0,2638224,2024.0
28,Campbell  Tyson Campbell,CB,22,2048887,0.98,-5007107.0,1069777,2025.0
29,Little  Walker Little,LT,23,1732205,0.83,-3183733.0,1006441,2025.0
30,Hamilton  DaVon Hamilton,DL,25,1314686,0.63,-532916.0,1048228,2024.0
31,Gotsis  Adam Gotsis,DL,30,1235000,0.59,,1235000,2023.0
32,Gotsis  Adam Gotsis,DL,30,1235000,0.59,,1235000,2023.0
33,Cisco  Andre Cisco,S,22,1190114,0.57,-876273.0,1661798,2025.0
34,Herndon  Tre Herndon,CB,26,1047500,0.5,-100000.0,1187500,2023.0
35,Herndon  Tre Herndon,CB,26,1047500,0.5,-100000.0,1187500,2023.0
36,Quarterman  Shaq Quarterman,LB,25,1018600,0.49,-247200.0,895000,2024.0
37,Quarterman  Shaq Quarterman,LB,25,1018600,0.49,-247200.0,895000,2024.0
38,Matiscik  Ross Matiscik,LS,26,1005334,0.48,-800334.0,1445000,2027.0
39,Fortner  Luke Fortner,C,24,1000012,0.48,-1180048.0,2704734,2026.0
40,Muma  Chad Muma,LB,23,986565,0.47,-1126260.0,1831260,2026.0
41,Thomas  Daniel Thomas,SS,24,974279,0.47,-158558.0,895000,2024.0
42,Thomas  Daniel Thomas,SS,24,974279,0.47,-158558.0,895000,2024.0
43,Farrell  Luke Farrell,TE,24,914505,0.44,-268515.0,825000,2025.0
44,Hasty  JaMycal Hasty,RB,26,895000,0.43,,895000,2023.0
45,Hasty  JaMycal Hasty,RB,26,895000,0.43,,895000,2023.0
46,Van Lanen  Cole Van Lanen,G,24,825000,0.4,,825000,2025.0
47,Johnson  Caleb Johnson,LB,24,825000,0.4,,825000,2024.0
48,Johnson  Caleb Johnson,LB,24,825000,0.4,,825000,2024.0
49,Johnson  Caleb Johnson,LB,24,825000,0.4,,825000,2024.0
50,Patterson  Riley Patterson,K,24,825000,0.4,,825000,2024.0
51,Patterson  Riley Patterson,K,24,825000,0.4,,825000,2024.0
