Unnamed: 0,Player (55),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Hunter  Danielle Hunter,ED,32.0,31300000,10.31,-45100000.0,23100000,2027
2,Howard  Tytus Howard,RT,30.0,27911588,9.2,-23689000.0,18000000,2027
3,Collins  Nico Collins,WR,27.0,27767475,9.15,-18364000.0,20875005,2028
4,Stingley Jr.  Derek Stingley Jr.,CB,25.0,27095000,8.93,-41595000.0,22095000,2030
5,Schultz  Dalton Schultz,TE,30.0,15949000,5.26,-10323000.0,11500000,2027
6,Al-Shaair  Azeez Al-Shaair,LB,29.0,15236588,5.02,-12864000.0,11500000,2027
7,Pitre  Jalen Pitre,CB,27.0,11911765,3.93,-16500000.0,9500000,2029
8,Stroud  C.J. Stroud,QB,25.0,11543396,3.8,-11543395.0,5697170,2028
9,Anderson  Will Anderson,ED,25.0,11204081,3.69,-11204081.0,5551749,2028
10,Mixon  Joe Mixon,RB,30.0,10000000,3.3,-2000000.0,8500000,2027
11,Mills  Davis Mills,QB,28.0,7975000,2.63,-1675000.0,6300000,2027
12,Fairbairn  Ka'imi Fairbairn,K,32.0,6998111,2.31,-4613111.0,4500000,2027
13,Edwards  Mario Edwards,DL,32.0,5411765,1.78,-1000000.0,4500000,2027
14,To'oTo'o  Henry To'oTo'o,LB,25.0,3773244,1.24,-61244.0,3712000,2027
15,Patterson  Jarrett Patterson,C,27.0,3754493,1.24,-42493.0,3712000,2027
16,Hutchinson  Xavier Hutchinson,WR,26.0,3752926,1.24,-40926.0,3712000,2027
17,Andrews  Jake Andrews,C,29.0,3712000,1.22,,3712000,2027
18,Smith  Tremon Smith,CB,30.0,3500000,1.15,-1750000.0,2750000,2027
19,Higgins  Jayden Higgins,WR,24.0,2659278,0.88,-9573402.0,1371856,2029
20,Watson  Justin Watson,WR,31.0,2544118,0.84,-1000000.0,2500000,2027
21,Lassiter  Kamari Lassiter,CB,23.0,2458582,0.81,-3402636.0,1614528,2028
22,Hansen  Jake Hansen,LB,28.0,2273529,0.75,-875000.0,1925000,2027
23,Togiai  Tommy Togiai,DL,27.0,2131764,0.7,-811177.0,1725000,2027
24,Ersery  Aireontae Ersery,LT,24.0,2093554,0.69,-5694467.0,1258711,2029
25,Scruggs  Juice Scruggs,G,26.0,1940624,0.64,-358928.0,1581696,2027
26,Dell  Tank Dell,WR,27.0,1810170,0.6,-284382.0,1525788,2027
27,Fisher  Blake Fisher,RT,23.0,1798753,0.59,-864122.0,1394584,2028
28,Bullock  Calen Bullock,S,23.0,1597363,0.53,-539818.0,1327454,2028
29,Jordan  Brevin Jordan,TE,26.0,1550000,0.51,-100000.0,1450000,2027
30,Noel  Jaylin Noel,WR,24.0,1469740,0.48,-1007376.0,1133948,2029
31,Smith  Jaylin Smith,CB,23.0,1400269,0.46,-840645.0,1120054,2029
32,Horton  Dylan Horton,ED,26.0,1345259,0.44,-200259.0,1145000,2027
33,Stover  Cade Stover,TE,26.0,1259734,0.42,-369468.0,1075000,2028
34,Marks  Woody Marks,RB,26.0,1255942,0.41,-752826.0,1005000,2029
35,Merriweather  Kaevon Merriweather,S,27.0,1145000,0.38,,1145000,2027
36,Hill  Jamal Hill,LB,25.0,1122348,0.37,-94696.0,1075000,2028
37,Kingston  Jarrett Kingston,G,27.0,1100000,0.36,-15000.0,1100000,2027
38,Codrington  Brandon Codrington,CB,26.0,1100000,0.36,-15000.0,1100000,2027
39,Brooks  British Brooks,RB,27.0,1080000,0.36,-5000.0,1075000,2027
40,Sow  Sidy Sow,G,28.0,1075000,0.35,,1075000,2027
41,Thomas  Xavier Thomas,ED,27.0,1075000,0.35,,1075000,2027
42,Reed  Jaylen Reed,S,23.0,1065950,0.35,-182850.0,1005000,2029
43,Mertz  Graham Mertz,QB,26.0,1062121,0.35,-171363.0,1005000,2029
44,Huzzie  Alijah Huzzie,CB,25.0,1035000,0.34,,1015000,2027
45,Jordan  Jawhar Jordan,RB,27.0,1010000,0.33,,1010000,2027
46,Carter  Ajani Carter,CB,,1010000,0.33,,1010000,2027
47,Brinkman  Austin Brinkman,LS,24.0,1008333,0.33,-6667.0,1005000,2028
48,Wayne  Jared Wayne,WR,26.0,1005000,0.33,,1005000,2027
49,Byrd  Solomon Byrd,ED,27.0,1005000,0.33,,1005000,2027
50,Hamilton  Kyonte Hamilton,DL,24.0,919582,0.3,-103746.0,885000,2029
51,Lachey  Luke Lachey,TE,25.0,885000,0.29,,885000,2027
52,Kelly  Josh Kelly,WR,25.0,885000,0.29,,885000,2027
53,Cox  Eli Cox,C,26.0,885000,0.29,,885000,2027
54,Tafuna  Junior Tafuna,DL,25.0,885000,0.29,,885000,2027
55,Pryor  Layne Pryor,TE,,885000,0.29,,885000,2029
