Unnamed: 0,Player (53),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Burns  Brian Burns,LB,26,15500000,6.07,-76000000.0,43500000,2029
2,Thibodeaux  Kayvon Thibodeaux,LB,24,8547010,3.35,-18518522.0,3554003,2027
3,Slayton  Darius Slayton,WR,27,7950000,3.11,-4350000.0,6200000,2025
4,Gano  Graham Gano,K,37,7211667,2.82,-9711667.0,5085000,2027
5,Neal  Evan Neal,RT,24,6695798,2.62,-14507562.0,2936933,2026
6,Nabers  Malik Nabers,WR,21,5310500,2.08,-29207750.0,18857000,2029
7,Lock  Drew Lock,QB,28,5000000,1.96,-4950000.0,5000000,2025
8,Eluemunor  Jermaine Eluemunor,G,30,4750000,1.86,-6750000.0,7500000,2026
9,Nunez-Roches  Rakeem Nunez-Roches,DL,31,4333333,1.7,-4866667.0,2900000,2026
10,Singletary  Devin Singletary,RB,27,3750000,1.47,-9500000.0,6250000,2027
11,Pinnock  Jason Pinnock,FS,25,3116000,1.22,,3116000,2025
12,Banks  Deonte Banks,CB,23,3086226,1.21,-11110413.0,1367245,2028
13,Van Roten  Greg Van Roten,G,34,3000000,1.17,-920000.0,2000000,2025
14,Gillan  Jamie Gillan,P,27,2400000,0.94,-750000.0,1900000,2025
15,Robinson  Wan'dale Robinson,WR,23,2232318,0.87,-2442932.0,1449106,2026
16,Simmons  Isaiah Simmons,LB,26,2000000,0.78,-1425000.0,2000000,2025
17,Jackson  Adoree' Jackson,CB,29,1705882,0.67,,1750000,2025
18,Ezeudu  Joshua Ezeudu,LT,25,1496052,0.59,-584736.0,1203684,2026
19,Schmitz  John Michael Schmitz,C,25,1448485,0.57,-2266061.0,1039697,2027
20,Flott  Cordale Flott,CB,23,1429594,0.56,-496124.0,1181532,2026
21,Schlottmann  Austin Schlottmann,C,29,1375000,0.54,-500000.0,1625000,2026
22,Hyatt  Jalin Hyatt,WR,23,1278480,0.5,-818352.0,1005696,2027
23,Dulcich  Greg Dulcich,TE,24,1193184,0.47,,404448,2026
24,Bellinger  Daniel Bellinger,TE,24,1183276,0.46,-396552.0,985000,2026
25,Belton  Dane Belton,S,24,1181122,0.46,-392244.0,985000,2026
26,Kreiter  Casey Kreiter,LS,34,1152500,0.45,-1152500.0,1377500,2025
27,Manhertz  Chris Manhertz,TE,32,1152500,0.45,-117500.0,1377500,2025
28,Adams  Matthew Adams,LB,29,1152500,0.45,-967500.0,1292500,2025
29,Stinnie  Aaron Stinnie,G,30,1152500,0.45,-100000.0,1292500,2025
30,Phillips  Andru Phillips,CB,23,1090171,0.43,-1180684.0,1975684,2028
31,McFadden  Micah McFadden,LB,24,1073927,0.42,-177854.0,985000,2026
32,Smith-Marsette  Ihmir Smith-Marsette,WR,25,996387,0.39,,996387,2025
33,Gray  Eric Gray,RB,25,976244,0.38,-183732.0,915000,2027
34,Riley  Jordon Riley,DL,26,935942,0.37,-62826.0,915000,2027
35,Johnson Jr.  Anthony Johnson Jr.,CB,25,915000,0.36,,915000,2027
36,DeVito  Tommy DeVito,QB,26,915000,0.36,,915000,2025
37,Tracy  Tyrone Tracy,RB,25,866588,0.34,-286352.0,1081352,2028
38,Muasau  Darius Muasau,LB,23,845228,0.33,-200912.0,995912,2028
39,Summers  Ty Summers,LB,29,820830,0.32,,937500,2025
40,Kubas  Jake Kubas,G,24,805000,0.32,-270000.0,825000,2027
41,Ford-Wheaton  Bryce Ford-Wheaton,WR,24,801666,0.31,-13334.0,795000,2026
42,Chatman  Elijah Chatman,DL,24,795333,0.31,-1000.0,796000,2027
43,Hubbard  Chris Hubbard,RT,33,656667,0.26,,806666,2025
44,Johnson  Dyontae Johnson,LB,24,506110,0.2,,506110,2025
45,Green  Art Green,CB,24,397503,0.16,,397503,2026
46,Fox  Tomon Fox,LB,26,304998,0.12,,304998,2025
47,Garcia  Elijah Garcia,ED,26,273611,0.11,,273611,2026
48,Durden  Cory Durden,DL,24,254167,0.1,,254166,2026
49,Stroman  Greg Stroman,CB,28,250000,0.1,,250000,2025
50,Williams  Dee Williams,WR,25,220835,0.09,,220835,2027
51,Boyle  Tim Boyle,QB,30,218889,0.09,,250000,2025
52,Wilson  Divaad Wilson,CB,24,203332,0.08,,203332,2025
53,Miller  Dante Miller,RB,25,44167,0.02,,44167,2026
