Unnamed: 0,Player (34),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Jefferson  Justin Jefferson,WR,28.0,43487600,13.65,-32975200.0,30000000.0,2029
2,Smith  Harrison Smith,S,38.0,28000000,8.79,-7600000.0,25000000.0,2030
3,Darrisaw  Christian Darrisaw,LT,28.0,24850000,7.8,-20650000.0,16750000.0,2030
4,Hockenson  T.J. Hockenson,TE,30.0,23355000,7.33,-7110000.0,18000000.0,2028
5,Allen  Jonathan Allen,DL,32.0,23006667,7.22,-4666667.0,18340000.0,2028
6,Greenard  Jonathan Greenard,ED,30.0,22300000,7.0,-6600000.0,19000000.0,2028
7,Murphy  Byron Murphy,CB,29.0,21600000,6.78,-12200000.0,18000000.0,2028
8,Fries  Will Fries,G,29.0,21500000,6.75,,17500000.0,2030
9,Addison  Jordan Addison,WR,25.0,17579000,5.52,,17579000.0,2028
10,Metellus  Josh Metellus,S,29.0,14000000,4.39,-6000000.0,12000000.0,2029
11,Oliver  Josh Oliver,TE,30.0,9964000,3.13,-6044000.0,7000000.0,2029
12,Van Ginkel  Andrew Van Ginkel,ED,32.0,8800000,2.76,-8800000.0,,2027
13,McCarthy  J.J. McCarthy,QB,24.0,6953799,2.18,-3178599.0,3775200.0,2029
14,Turner  Dallas Turner,ED,24.0,5016729,1.57,-5016729.0,2945027.0,2029
15,Jackson  Theo Jackson,S,29.0,4715000,1.48,-1000000.0,3715000.0,2028
16,Jackson  Donovan Jackson,G,25.0,4684651,1.47,-10150077.0,2401550.0,2030
17,Cashman  Blake Cashman,LB,31.0,3100000,0.97,-3100000.0,,2027
18,Mason  Jordan Mason,RB,28.0,2300000,0.72,-2300000.0,,2027
19,Felton  Tai Felton,WR,24.0,1680323,0.53,-560430.0,1400108.0,2029
20,Rouse  Walter Rouse,RT,26.0,1246648,0.39,-56648.0,1190000.0,2028
21,Ingram-Dawkins  Tyrion Ingram-Dawkins,DL,24.0,1239344,0.39,-238688.0,1120000.0,2029
22,Reichard  Will Reichard,K,26.0,1232655,0.39,-42655.0,1190000.0,2028
23,Jurgens  Michael Jurgens,C,27.0,1217185,0.38,-27185.0,1190000.0,2028
24,Drake Rodriguez  Levi Drake Rodriguez,DL,27.0,1216497,0.38,-26497.0,1190000.0,2028
25,Bartholomew  Gavin Bartholomew,TE,24.0,1173956,0.37,-107910.0,1120000.0,2029
26,Batty  Tyler Batty,ED,28.0,1128334,0.35,-8334.0,1120000.0,2028
27,Chambliss  Chaz Chambliss,ED,25.0,1126667,0.35,-6667.0,1120000.0,2028
28,Yurosek  Ben Yurosek,TE,25.0,1126667,0.35,-6667.0,1120000.0,2028
29,Huber  Joe Huber,G,25.0,1123334,0.35,-3334.0,1120000.0,2028
30,Brosmer  Max Brosmer,QB,26.0,1123334,0.35,-3334.0,1120000.0,2028
31,Correll  Zeke Correll,C,27.0,1123334,0.35,-3334.0,1120000.0,2028
32,Williams  Elijah Williams,DL,25.0,1120000,0.35,,1120000.0,2028
33,Price  Myles Price,WR,26.0,1120000,0.35,,1120000.0,2028
34,Roberts  Jacob Roberts,LB,,1050000,0.33,,1050000.0,2029
