Unnamed: 0,Player (62),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Cox  Fletcher Cox,DL,31,12916409,7.08,-53844169.0,16000000,2023.0
2,Johnson  Lane Johnson,RT,31,11056500,6.06,-37512500.0,13715000,2026.0
3,Slay  Darius Slay,CB,30,6610000,3.62,-22250000.0,12500000,2024.0
4,Hargrave  Javon Hargrave,DL,28,5792000,3.17,-22550000.0,12750000,2023.0
5,Kelce  Jason Kelce,C,34,5574000,3.05,-19142000.0,9000000,2023.0
6,Smith  DeVonta Smith,WR,23,3662071,2.01,-20141390.0,12668284,2026.0
7,Dillard  Andre Dillard,LT,26,3373796,1.85,-7309891.0,1619599,2023.0
8,Goedert  Dallas Goedert,TE,26,3319832,1.82,-28384485.0,10951636,2026.0
9,Sweat  Josh Sweat,ED,24,3069400,1.68,-25739400.0,10920000,2025.0
10,Reagor  Jalen Reagor,WR,22,3016063,1.65,-10857826.0,1213213,2024.0
11,Mailata  Jordan Mailata,LT,24,2872349,1.57,-32292349.0,11100000,2026.0
12,Barnett  Derek Barnett,ED,25,2802200,1.54,-10051000.0,10051000,2022.0
13,Maddox  Avonte Maddox,CB,25,2790411,1.53,-14574475.0,6682997,2025.0
14,Elliott  Jake Elliott,K,26,2076000,1.14,-5646000.0,2550000,2025.0
15,McLeod  Rodney McLeod,FS,31,1760000,0.96,-3900000.0,1500000,2022.0
16,Harris  Anthony Harris,FS,30,1592000,0.87,-4000000.0,4000000,2022.0
17,Dickerson  Landon Dickerson,G,23,1573941,0.86,-4709249.0,4315764,2025.0
18,Sanders  Miles Sanders,RB,24,1461881,0.8,-959174.0,982294,2023.0
19,Hurts  Jalen Hurts,QB,23,1369357,0.75,-2340329.0,883871,2024.0
20,Kerrigan  Ryan Kerrigan,ED,33,1360000,0.75,-2500000.0,2500000,2022.0
21,Nelson  Steven Nelson,CB,28,1292000,0.71,-2500000.0,2500000,2022.0
22,Edwards  T.J. Edwards,LB,25,1091168,0.6,-1185000.0,2035000,2023.0
23,Williams  Milton Williams,DL,22,929122,0.51,-1076488.0,1736488,2025.0
24,Avery  Genard Avery,ED,26,920000,0.5,,920000,2022.0
25,Scott  Boston Scott,RB,26,920000,0.5,,920000,2022.0
26,Wallace  K'Von Wallace,SS,24,880967,0.48,-529584.0,704439,2024.0
27,Herbig  Nate Herbig,C,23,854168,0.47,-4168.0,850000,2022.0
28,Ridgeway  Hassan Ridgeway,DL,27,850000,0.47,-990000.0,990000,2022.0
29,Singleton  Alex Singleton,LB,28,850000,0.47,,850000,2022.0
30,Ward  Greg Ward,WR,26,850000,0.47,,850000,2022.0
31,Minshew  Gardner Minshew,QB,25,850000,0.47,,850000,2023.0
32,Epps  Marcus Epps,FS,25,850000,0.47,,850000,2023.0
33,McPhearson  Zech McPhearson,CB,23,842413,0.46,-729652.0,1389652,2025.0
34,Bradley  Shaun Bradley,LB,24,822855,0.45,-128565.0,780000,2024.0
35,Watkins  Quez Watkins,WR,23,822416,0.45,-127248.0,780000,2024.0
36,Gainwell  Kenneth Gainwell,RB,22,743882,0.41,-335528.0,995528,2025.0
37,Scott  Josiah Scott,CB,22,723333,0.4,,723333,2024.0
38,Tuipulotu  Marlon Tuipulotu,DL,22,708979,0.39,-195916.0,855916,2025.0
39,Opeta  Iosua Opeta,G,25,708333,0.39,,708333,2023.0
40,Jackson  Tarron Jackson,ED,23,707522,0.39,-190088.0,850088,2025.0
41,Johnson  Patrick Johnson,ED,22,686469,0.38,-105876.0,765876,2025.0
42,Siposs  Arryn Siposs,P,29,683333,0.37,-25000.0,700000,2024.0
43,Stoll  Jack Stoll,TE,23,667500,0.37,-122500.0,682500,2024.0
44,Chachere  Andre Chachere,CB,25,660000,0.36,,660000,2022.0
45,Anderson  Jack Anderson,G,23,606936,0.33,-30000.0,621936,2023.0
46,Lovato  Rick Lovato,LS,29,605000,0.33,,605000,2024.0
47,Gowan  Tay Gowan,CB,23,476666,0.26,,476666,2025.0
48,Howard  Jordan Howard,RB,27,425000,0.23,,495000,2022.0
49,Sinnett  Reid Sinnett,QB,24,403333,0.22,,403333,2023.0
50,Vincent Jr.  Kary Vincent Jr.,CB,22,366666,0.2,,366666,2025.0
51,Clark  Le'Raven Clark,RT,28,312500,0.17,-75000.0,350000,2023.0
52,Rodgers  Richard Rodgers,TE,29,55000,0.03,,55000,2022.0
53,Malveaux  Cameron Malveaux,ED,27,47222,0.03,,47222,
54,Huntley  Jason Huntley,RB,23,43333,0.02,,43333,
55,Togiai  Noah Togiai,TE,24,43333,0.02,,43333,
56,Williams  Raequan Williams,DL,24,43333,0.02,,43333,2022.0
57,Tucker  Casey Tucker,T,26,36666,0.02,,36666,2022.0
58,Mayden  Jared Mayden,S,23,36666,0.02,,36666,2022.0
59,Stevens  JaCoby Stevens,S,23,36666,0.02,,36666,
60,Wilson  Marvin Wilson,DL,23,36666,0.02,,36666,
61,Elliss  Christian Elliss,ED,22,36666,0.02,,36666,
62,Awosika  Kayode Awosika,G,23,36666,0.02,,36666,
