Unnamed: 0,Player (53),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Garrett  Myles Garrett,ED,30,22922120,8.21,-124653900.0,26796125,2031
2,Ward  Denzel Ward,CB,28,14792211,5.3,-43883705.0,14013917,2028
3,Bitonio  Joel Bitonio,G,34,11935615,4.27,-34184615.0,15006615,2026
4,Njoku  David Njoku,TE,29,11436059,4.1,-33865000.0,15250000,2026
5,Jeudy  Jerry Jeudy,WR,26,7979725,2.86,-36304725.0,16004725,2028
6,Graham  Mason Graham,DL,22,7435696,2.66,-40878217.0,27210709,2030
7,Delpit  Grant Delpit,S,27,5942465,2.13,-18182465.0,12003465,2027
8,Wright  Alex Wright,ED,25,3490107,1.25,-12621081.0,6014506,2029
9,Harris  Shelby Harris,DL,34,3101315,1.11,-4724315.0,3010315,2026
10,Robinson  Cam Robinson,LT,30,3011437,1.08,-1555556.0,2511437,2026
11,Bojorquez  Corey Bojorquez,P,29,2442225,0.87,-1192225.0,2004725,2026
12,Jenkins  Teven Jenkins,G,27,2290000,0.82,-2710000.0,3050000,2026
13,Bush  Devin Bush,LB,27,1795000,0.64,-2995000.0,3500000,2026
14,Lucas  Cornelius Lucas,LT,34,1662875,0.6,-3262875.0,3262875,2027
15,Hall  Michael Hall,DL,22,1614339,0.58,-3101547.0,1123916,2028
16,Tillman  Cedric Tillman,WR,25,1538631,0.55,-592668.0,1268547,2027
17,Campbell  Tyson Campbell,CB,25,1436274,0.51,-14199333.0,1583333,2029
18,Jenkins  Rayshawn Jenkins,S,31,1426595,0.51,-1171595.0,1426595,2026
19,Thomas  Cam Thomas,ED,25,1415006,0.51,-8505.0,1415006,2026
20,Zinter  Zak Zinter,G,24,1311855,0.47,-798040.0,1064175,2028
21,Fannin Jr.  Harold Fannin Jr.,TE,21,1230004,0.44,-1547941.0,2387941,2029
22,McGuire  Isaiah McGuire,ED,24,1216173,0.44,-364156.0,1038190,2027
23,Baker  Jerome Baker,LB,29,1203800,0.43,-723800.0,1428800,2026
24,Gabriel  Dillon Gabriel,QB,25,1135761,0.41,-1171935.0,2011935,2029
25,Wypler  Luke Wypler,C,24,1083498,0.39,-98491.0,1038505,2027
26,Sampson  Dylan Sampson,RB,21,1076666,0.39,-934589.0,1774589,2029
27,Diabate  Mohamoud Diabate,LB,24,1046524,0.37,-16524.0,1038190,2026
28,Hickman  Ronnie Hickman,S,24,1045172,0.37,-15172.0,1038505,2026
29,Whiteheart  Blake Whiteheart,TE,25,1038505,0.37,-8505.0,1038505,2026
30,Harden  Myles Harden,CB,24,996088,0.36,-82749.0,968505,2028
31,Sunahara  Rex Sunahara,LS,29,968505,0.35,-8505.0,968505,2026
32,Sanders  Shedeur Sanders,QB,23,955548,0.34,-451083.0,1291083,2029
33,Bond  Isaiah Bond,WR,21,857666,0.31,-3018000.0,893000,2028
34,Huntington  Adin Huntington,DL,23,850691,0.3,-184025.0,864025,2028
35,Mascarenas-Arnold  Easton Mascarenas-Arnold,LB,23,847358,0.3,-114025.0,854025,2028
36,McMillon  Donovan McMillon,S,23,847358,0.3,-214025.0,854025,2028
37,Szmyt  Andre Szmyt,K,27,847245,0.3,-7245.0,847245,2026
38,Leveston  KT Leveston,G,26,840000,0.3,,840000,2028
39,Sanders  Raheim Sanders,RB,23,840000,0.3,,840000,2028
40,Corley  Malachi Corley,WR,23,746667,0.27,,746666,2026
41,Larvadain  Gage Larvadain,WR,22,653333,0.23,,653333,2027
42,Bates  Brenden Bates,TE,26,533330,0.19,,533330,2026
43,Ross  D'Angelo Ross,CB,29,427778,0.15,,427777,2026
44,Webb  Sam Webb,CB,27,427778,0.15,,427777,2026
45,Kamara  Sam Kamara,DL,28,305556,0.11,,305555,2026
46,Avery  Tre Avery,S,28,244444,0.09,,244444,2026
47,Williams  Trayveon Williams,RB,28,228888,0.08,,260000,2026
48,Byers  Jeremiah Byers,T,24,186668,0.07,,186668,2027
49,Thrash  Jamari Thrash,WR,25,160000,0.06,,160000,2026
50,Edmonds  Chris Edmonds,S,24,140000,0.05,,140000,2027
51,Green  Kendrick Green,G,27,130000,0.05,,130000,2027
52,Ulofoshio  Edefuan Ulofoshio,LB,25,53333,0.02,,53333,2027
53,Eguakun  Kingsley Eguakun,C,24,46667,0.02,,46667,2027
