Unnamed: 0,Player (48),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Jackson  Lamar Jackson,QB,29,74500000,24.55,-86500000.0,52000000.0,2028
2,Smith  Roquan Smith,LB,29,32718750,10.78,-25437500.0,20000000.0,2028
3,Madubuike  Nnamdi Madubuike,DL,29,30975000,10.21,-51925000.0,22000000.0,2028
4,Humphrey  Marlon Humphrey,CB,30,26276000,8.66,-18957000.0,19250000.0,2027
5,Hamilton  Kyle Hamilton,S,25,10682604,3.52,-41542604.0,20022604.0,2031
6,Stanley  Ronnie Stanley,LT,32,9859588,3.25,-38196000.0,22000000.0,2028
7,Andrews  Mark Andrews,TE,30,6979624,2.3,-18071876.0,10589000.0,2029
8,Bateman  Rashod Bateman,WR,27,6180686,2.04,-14248333.0,6500000.0,2030
9,Washington  Broderick Washington,DL,30,5860000,1.93,-1850000.0,4010000.0,2027
10,Henry  Derrick Henry,RB,32,5589000,1.84,-20396000.0,11000000.0,2028
11,Jones  Travis Jones,DL,27,5563111,1.83,-14259336.0,7500000.0,2029
12,Flowers  Zay Flowers,WR,26,4466138,1.47,-4466138.0,2664059.0,2028
13,Hill  Justice Hill,RB,29,3916668,1.29,-666668.0,3250000.0,2027
14,Robinson  Tavius Robinson,ED,27,3892141,1.28,-180141.0,3712000.0,2027
15,Starks  Malaki Starks,S,23,3768104,1.24,-7041726.0,1593621.0,2030
16,Vorhees  Andrew Vorhees,G,27,3737528,1.23,-25528.0,3712000.0,2027
17,Wiggins  Nate Wiggins,CB,23,3496315,1.15,-7575349.0,1960438.0,2029
18,Hopkins  DeAndre Hopkins,WR,34,2996000,0.99,-2996000.0,,2026
19,Rush  Cooper Rush,QB,33,2649000,0.87,-2196000.0,2100000.0,2027
20,Jenkins  John Jenkins,DL,37,1827500,0.6,-172500.0,1605000.0,2027
21,Rosengarten  Roger Rosengarten,RT,24,1755631,0.58,-750842.0,1380210.0,2028
22,Simpson  Trenton Simpson,LB,25,1719614,0.57,-232637.0,1486977.0,2027
23,Green  Mike Green,ED,23,1686229,0.56,-3522021.0,1177246.0,2029
24,Isaac  Adisa Isaac,ED,25,1540373,0.51,-463830.0,1308458.0,2028
25,Moore  Nick Moore,LS,34,1455000,0.48,-2175000.0,1215000.0,2030
26,Jones Jr.  Emery Jones Jr.,G,22,1425800,0.47,-901920.0,1125160.0,2029
27,Walker  Devontez Walker,WR,25,1274463,0.42,-398926.0,1075000.0,2028
28,Tampa  T.J. Tampa,CB,24,1249614,0.41,-349228.0,1075000.0,2028
29,Buchanan  Teddye Buchanan,LB,24,1230724,0.41,-677172.0,1005000.0,2029
30,Ali  Rasheen Ali,RB,25,1147467,0.38,-144934.0,1075000.0,2028
31,Vinson  Carson Vinson,RT,25,1122399,0.37,-352197.0,1005000.0,2029
32,Oruwariye  Amani Oruwariye,CB,30,1075000,0.35,,1215000.0,2027
33,Loop  Tyler Loop,K,25,1066193,0.35,-183579.0,1005000.0,2029
34,Wester  LaJohntay Wester,WR,24,1058717,0.35,-161151.0,1005000.0,2029
35,Peebles  Aeneas Peebles,DL,25,1048570,0.35,-130710.0,1005000.0,2029
36,Longerbeam  Robert Longerbeam,CB,25,1048570,0.35,-130710.0,1005000.0,2029
37,Higgins  Jay Higgins,LB,24,1011666,0.33,-13334.0,1005000.0,2028
38,Jackson  Keondre Jackson,S,24,1005000,0.33,,1005000.0,2027
39,Martin  Keyon Martin,S,22,1005000,0.33,,1005000.0,2028
40,Kone  Bilhal Kone,CB,24,954286,0.31,-207858.0,885000.0,2029
41,Johnson  Cornelius Johnson,WR,26,885000,0.29,,885000.0,2027
42,Olajiga  David Olajiga,DL,29,885000,0.29,,885000.0,2027
43,Christian-Lichtenhan  Gerad Christian-Lichtenhan,T,25,885000,0.29,,885000.0,2027
44,Penning  Jared Penning,G,26,885000,0.29,,885000.0,2027
45,Robinson  Marquise Robinson,CB,24,885000,0.29,,885000.0,2027
46,Scott  Lucas Scott,T,23,885000,0.29,,885000.0,2027
47,Rucker  Kaimon Rucker,ED,24,885000,0.29,,885000.0,2027
48,Wallace  Tylan Wallace,WR,27,744000,0.25,-744000.0,,2026
