Unnamed: 0,Player (52),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Goff  Jared Goff,QB,31,32608820,11.68,-96408820.0,18008820,2029
2,Decker  Taylor Decker,LT,32,23100520,8.27,-31424520.0,16052520,2028
3,Hutchinson  Aidan Hutchinson,ED,25,14368391,5.15,-69271454.0,20580048,2031
4,St. Brown  Amon-Ra St. Brown,WR,26,13910000,4.98,-57600000.0,17410000,2029
5,Reader  D.J. Reader,DL,31,12933000,4.63,-10615000.0,11375000,2026
6,Sewell  Penei Sewell,RT,25,9548505,3.42,-58448505.0,26548505,2030
7,Montgomery  David Montgomery,RB,28,8286818,2.97,-12729318.0,6005985,2028
8,Anzalone  Alex Anzalone,LB,31,7450000,2.67,-8650000.0,7000000,2026
9,Glasgow  Graham Glasgow,C,33,7446320,2.67,-5821320.0,6008820,2027
10,Williams  Jameson Williams,WR,24,7426055,2.66,-32926300.0,17093399,2030
11,Raymond  Kalif Raymond,WR,31,6950000,2.49,-6590000.0,4000000,2026
12,Robertson  Amik Robertson,CB,27,6400000,2.29,-2200000.0,5150000,2026
13,McNeill  Alim McNeill,DL,25,6141040,2.2,-44005040.0,16005040,2029
14,Gibbs  Jahmyr Gibbs,RB,23,4873156,1.75,-10551152.0,2378587,2028
15,Reed  D.J. Reed,CB,29,4727040,1.69,-30985040.0,16825040,2028
16,Davenport  Marcus Davenport,ED,29,4055690,1.45,-3955690.0,2508190,2026
17,Campbell  Jack Campbell,LB,25,4023914,1.44,-8708188.0,2097186,2028
18,Fox  Jack Fox,P,29,3850000,1.38,-1850000.0,2850000,2027
19,Lopez  Roy Lopez,DL,28,3648820,1.31,-3338820.0,3508820,2026
20,Williams  Tyliek Williams,DL,22,2999117,1.07,-16480090.0,9468257,2030
21,Barnes  Derrick Barnes,LB,26,2949985,1.06,-16005985.0,8505985,2028
22,Stuard  Grant Stuard,LB,27,1708505,0.61,-1708505.0,1708505,2026
23,Dorsey  Khalil Dorsey,CB,27,1484412,0.53,-345000.0,1593823,2027
24,Thomas  Daniel Thomas,S,27,1470000,0.53,-300000.0,1500000,2026
25,Ratledge  Tate Ratledge,G,24,1395170,0.5,-6771468.0,3052466,2029
26,Awosika  Kayode Awosika,G,27,1310000,0.47,-345000.0,1400000,2026
27,TeSlaa  Isaac TeSlaa,WR,23,1214455,0.44,-1489609.0,2329609,2029
28,Maddox  Avonte Maddox,CB,29,1206320,0.43,-1206320.0,1431320,2026
29,Muhammad  Al-Quadin Muhammad,ED,30,1200020,0.43,-920020.0,1425020,2026
30,Rodríguez  Malcolm Rodríguez,LB,26,1155802,0.41,-55802.0,1108820,2026
31,Allen  Kyle Allen,QB,29,1138820,0.41,-108820.0,1278820,2026
32,Vaki  Sione Vaki,RB,24,1100997,0.39,-405351.0,968820,2028
33,Bates  Jake Bates,K,25,1085000,0.39,-125000.0,1035000,2026
34,Ya-Sin  Rock Ya-Sin,CB,29,1038820,0.37,-8820.0,1178820,2026
35,Nowaske  Trevor Nowaske,LB,27,1038820,0.37,-8820.0,1038820,2026
36,Lacy  Tyler Lacy,DL,26,1030000,0.37,,1030000,2027
37,Wheat  Tyrus Wheat,ED,26,1030000,0.37,,1030000,2026
38,Wingo  Mekhi Wingo,DL,22,1015520,0.36,-148920.0,968820,2028
39,Hatten  Hogan Hatten,LS,25,967893,0.35,-8227.0,967560,2027
40,Harper  Thomas Harper,S,25,960000,0.34,,960000,2027
41,Lovett  Dominic Lovett,WR,23,869430,0.31,-109509.0,949509,2029
42,Mahogany  Christian Mahogany,G,25,851929,0.31,-109461.0,817332,2028
43,Saylors  Jacob Saylors,RB,24,840000,0.3,,840000,2026
44,Skipper  Dan Skipper,LT,31,743889,0.27,,845000,2026
45,Zylstra  Shane Zylstra,TE,29,722430,0.26,-8820.0,722430,2026
46,Frazier  Miles Frazier,G,24,689457,0.25,-322953.0,929619,2029
47,Niese  Michael Niese,C,27,426664,0.15,,426664,2026
48,Kennedy  Tom Kennedy,WR,29,366666,0.13,,366666,2026
49,Firkser  Anthony Firkser,TE,30,343332,0.12,,390000,2026
50,Mills  Jalen Mills,CB,31,278888,0.1,,278888,2026
51,Whiteside  Nick Whiteside,CB,25,233335,0.08,,233335,2026
52,Maulet  Arthur Maulet,CB,32,228888,0.08,,278888,2026
