Unnamed: 0,Player (124),Pos,Age,Cap Hit,Cap Hit Pct  League Cap,Dead Cap,Cash Total,Free Agent  Year
1,Newton  Cam Newton,QB,29,21500000,12.13,-30000000.0,15000000,2021.0
2,Short  Kawann Short,DL,29,17000000,9.59,-29000000.0,19000000,2022.0
3,Kalil  Ryan Kalil,C,33,12529000,7.07,-9029000.0,9750000,2019.0
4,Addison  Mario Addison,ED,31,9166666,5.17,-11833334.0,7000000,2020.0
5,Kuechly  Luke Kuechly,LB,27,8000059,4.51,-19300060.0,8100059,2022.0
6,Turner  Trai Turner,G,25,7703000,4.35,-16703000.0,4703000,2022.0
7,Poe  Dontari Poe,DL,28,5333333,3.01,-11400000.0,12000000,2021.0
8,Smith  Torrey Smith,WR,29,5000000,2.82,-5000000.0,5000000,2020.0
9,Peppers  Julius Peppers,ED,38,5000000,2.82,-5000000.0,5000000,2019.0
10,Munnerlyn  Captain Munnerlyn,CB,30,4000000,2.26,-6500000.0,2500000,2021.0
11,McCaffrey  Christian McCaffrey,RB,22,3918477,2.21,-14106521.0,1248695,2022.0
12,Davis  Thomas Davis,LB,35,3801471,2.15,-1750000.0,3801471,2019.0
13,Davis  Thomas Davis,LB,35,3801471,2.15,-1750000.0,3801471,2019.0
14,Adams  Mike Adams,FS,37,2425000,1.37,-2075000.0,2100000,2019.0
15,Adams  Mike Adams,FS,37,2425000,1.37,-2075000.0,2100000,2019.0
16,Adams  Mike Adams,FS,37,2425000,1.37,-2075000.0,2100000,2019.0
17,Butler  Vernon Butler,DL,24,2289958,1.29,-4961576.0,1213319,2020.0
18,Butler  Vernon Butler,DL,24,2289958,1.29,-4961576.0,1213319,2020.0
19,Butler  Vernon Butler,DL,24,2289958,1.29,-4961576.0,1213319,2020.0
20,Moore  D.J. Moore,WR,21,2031148,1.15,-10390810.0,6684593,2023.0
21,Wright  Jarius Wright,WR,29,1766666,1.0,-2900000.0,3100000,2021.0
22,Wright  Jarius Wright,WR,29,1766666,1.0,-2900000.0,3100000,2021.0
23,Wright  Jarius Wright,WR,29,1766666,1.0,-2900000.0,3100000,2021.0
24,Funchess  Devin Funchess,WR,24,1756649,0.99,-668799.0,1187850,2019.0
25,Funchess  Devin Funchess,WR,24,1756649,0.99,-668799.0,1187850,2019.0
26,Funchess  Devin Funchess,WR,24,1756649,0.99,-668799.0,1187850,2019.0
27,Reid  Eric Reid,SS,27,1690000,0.95,,1690000,2019.0
28,Reid  Eric Reid,SS,27,1690000,0.95,,1690000,2019.0
29,Reid  Eric Reid,SS,27,1690000,0.95,,1690000,2019.0
30,Samuel  Curtis Samuel,WR,22,1466746,0.83,-2883540.0,758349,2021.0
31,Love  Kyle Love,DL,32,1300000,0.73,-1040000.0,1200000,2019.0
32,Love  Kyle Love,DL,32,1300000,0.73,-1040000.0,1200000,2019.0
